NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,72159,TC,263.44,250.27,287.81
,72159,26,84.84,80.60,92.69
,72170,,27.69,26.31,30.26
,72170,TC,19.29,18.33,21.08
,72170,26,8.41,7.99,9.19
,72190,,41.62,39.54,45.47
,72190,TC,29.62,28.14,32.36
,72190,26,12.00,11.40,13.11
C,72191,,257.33,244.46,281.13
C,72191,TC,172.89,164.25,188.89
,72191,26,84.44,80.22,92.25
,72192,,134.33,127.61,146.75
,72192,TC,82.89,78.75,90.56
,72192,26,51.44,48.87,56.20
C,72193,,227.92,216.52,249.00
C,72193,TC,173.21,164.55,189.23
,72193,26,54.71,51.97,59.77
C,72194,,230.21,218.70,251.51
C,72194,TC,173.21,164.55,189.23
,72194,26,57.00,54.15,62.27
,72195,,231.47,219.90,252.89
,72195,TC,162.23,154.12,177.24
,72195,26,69.24,65.78,75.65
,72196,,271.17,257.61,296.25
,72196,TC,189.91,180.41,207.47
,72196,26,81.25,77.19,88.77
,72197,,340.03,323.03,371.48
,72197,TC,236.73,224.89,258.62
,72197,26,103.30,98.14,112.86
,72198,,340.86,323.82,372.39
,72198,TC,256.98,244.13,280.75
,72198,26,83.87,79.68,91.63
,72200,,32.86,31.22,35.90
,72200,TC,24.78,23.54,27.07
,72200,26,8.08,7.68,8.83
,72202,,38.70,36.77,42.29
,72202,TC,28.01,26.61,30.60
,72202,26,10.70,10.17,11.70
,72220,,32.21,30.60,35.19
,72220,TC,23.81,22.62,26.01
,72220,26,8.41,7.99,9.19
,72240,,110.66,105.13,120.90
,72240,TC,67.07,63.72,73.28
,72240,26,43.59,41.41,47.62
,72255,,106.23,100.92,116.06
,72255,TC,63.20,60.04,69.05
,72255,26,43.03,40.88,47.01
,72265,,107.23,101.87,117.15
,72265,TC,67.72,64.33,73.98
,72265,26,39.52,37.54,43.17
,72270,,150.77,143.23,164.71
,72270,TC,85.80,81.51,93.74
,72270,26,64.97,61.72,70.98
,72285,,129.70,123.22,141.70
,72285,TC,74.82,71.08,81.74
,72285,26,54.88,52.14,59.96
,72295,,109.49,104.02,119.62
,72295,TC,70.30,66.79,76.81
,72295,26,39.20,37.24,42.83
,73000,,32.21,30.60,35.19
,73000,TC,24.13,22.92,26.36
,73000,26,8.08,7.68,8.83
,73010,,23.82,22.63,26.02
,73010,TC,15.09,14.34,16.49
,73010,26,8.73,8.29,9.53
,73020,,21.55,20.47,23.54
,73020,TC,14.12,13.41,15.42
,73020,26,7.43,7.06,8.12
,73030,,34.48,32.76,37.67
,73030,TC,25.42,24.15,27.77
,73030,26,9.06,8.61,9.90
,73040,,128.79,122.35,140.70
,73040,TC,102.26,97.15,111.72
,73040,26,26.53,25.20,28.98
,73050,,28.67,27.24,31.33
,73050,TC,19.61,18.63,21.42
,73050,26,9.06,8.61,9.90
,73060,,31.56,29.98,34.48
,73060,TC,23.81,22.62,26.01
,73060,26,7.75,7.36,8.46
,73070,,28.98,27.53,31.66
,73070,TC,20.90,19.86,22.84
,73070,26,8.08,7.68,8.83
,73080,,32.54,30.91,35.55
,73080,TC,24.13,22.92,26.36
,73080,26,8.41,7.99,9.19
,73085,,98.12,93.21,107.19
,73085,TC,72.56,68.93,79.27
,73085,26,25.56,24.28,27.92
,73090,,28.98,27.53,31.66
,73090,TC,21.23,20.17,23.20
,73090,26,7.75,7.36,8.46
,73092,,31.24,29.68,34.13
,73092,TC,23.49,22.32,25.67
,73092,26,7.75,7.36,8.46
,73100,,33.50,31.83,36.60
,73100,TC,25.42,24.15,27.77
,73100,26,8.08,7.68,8.83
,73110,,40.61,38.58,44.37
,73110,TC,32.20,30.59,35.18
,73110,26,8.41,7.99,9.19
,73115,,132.02,125.42,144.23
,73115,TC,105.17,99.91,114.90
,73115,26,26.85,25.51,29.34
,73120,,31.24,29.68,34.13
,73120,TC,23.16,22.00,25.30
,73120,26,8.08,7.68,8.83
,73130,,36.73,34.89,40.12
,73130,TC,28.33,26.91,30.95
,73130,26,8.41,7.99,9.19
,73140,,37.68,35.80,41.17
,73140,TC,30.91,29.36,33.76
,73140,26,6.77,6.43,7.39
C,73200,,150.51,142.98,164.43
C,73200,TC,103.55,98.37,113.13
,73200,26,46.96,44.61,51.30
,73201,,202.09,191.99,220.79
,73201,TC,147.38,140.01,161.01
,73201,26,54.71,51.97,59.77
C,73202,,230.21,218.70,251.51
C,73202,TC,173.21,164.55,189.23
,73202,26,57.00,54.15,62.27
C,73206,,257.33,244.46,281.13
C,73206,TC,172.89,164.25,188.89
,73206,26,84.44,80.22,92.25
C,73218,,295.01,280.26,322.30
C,73218,TC,230.92,219.37,252.28
,73218,26,64.10,60.90,70.04
,73219,,333.82,317.13,364.70
,73219,TC,257.39,244.52,281.20
,73219,26,76.43,72.61,83.50
,73220,,412.97,392.32,451.17
,73220,TC,311.63,296.05,340.46
,73220,26,101.34,96.27,110.71
,73221,,205.02,194.77,223.99
,73221,TC,140.92,133.87,153.95
,73221,26,64.10,60.90,70.04
,73222,,315.74,299.95,344.94
,73222,TC,238.99,227.04,261.10
,73222,26,76.75,72.91,83.85
,73223,,390.37,370.85,426.48
,73223,TC,288.71,274.27,315.41
,73223,26,101.66,96.58,111.07
,73225,,345.02,327.77,376.94
,73225,TC,263.44,250.27,287.81
,73225,26,81.57,77.49,89.11
,73501,,32.54,30.91,35.55
,73501,TC,23.49,22.32,25.67
,73501,26,9.06,8.61,9.90
,73502,,46.77,44.43,51.09
,73502,TC,36.08,34.28,39.42
,73502,26,10.69,10.16,11.68
,73503,,58.74,55.80,64.17
,73503,TC,45.76,43.47,49.99
,73503,26,12.98,12.33,14.18
,73521,,40.64,38.61,44.40
,73521,TC,29.94,28.44,32.71
,73521,26,10.69,10.16,11.68
,73522,,52.94,50.29,57.83
,73522,TC,38.98,37.03,42.58
,73522,26,13.96,13.26,15.25
,73523,,60.94,57.89,66.57
,73523,TC,45.76,43.47,49.99
,73523,26,15.18,14.42,16.58
,73525,,126.68,120.35,138.40
,73525,TC,98.07,93.17,107.15
,73525,26,28.62,27.19,31.27
,73551,,28.98,27.53,31.66
,73551,TC,20.90,19.86,22.84
,73551,26,8.08,7.68,8.83
,73552,,35.13,33.37,38.38
,73552,TC,26.39,25.07,28.83
,73552,26,8.73,8.29,9.53
,73560,,33.82,32.13,36.95
,73560,TC,25.75,24.46,28.13
,73560,26,8.08,7.68,8.83
,73562,,40.29,38.28,44.02
,73562,TC,31.23,29.67,34.12
,73562,26,9.06,8.61,9.90
,73564,,46.45,44.13,50.75
,73564,TC,35.43,33.66,38.71
,73564,26,11.02,10.47,12.04
,73565,,39.31,37.34,42.94
,73565,TC,31.23,29.67,34.12
,73565,26,8.08,7.68,8.83
,73580,,109.20,103.74,119.30
,73580,TC,78.05,74.15,85.27
,73580,26,31.15,29.59,34.03
,73590,,31.24,29.68,34.13
,73590,TC,23.49,22.32,25.67
,73590,26,7.75,7.36,8.46
,73592,,31.24,29.68,34.13
,73592,TC,23.49,22.32,25.67
,73592,26,7.75,7.36,8.46
,73600,,31.89,30.30,34.85
,73600,TC,24.13,22.92,26.36
,73600,26,7.75,7.36,8.46
,73610,,36.09,34.29,39.43
,73610,TC,27.68,26.30,30.25
,73610,26,8.41,7.99,9.19
,73615,,125.24,118.98,136.83
,73615,TC,98.07,93.17,107.15
,73615,26,27.17,25.81,29.68
,73620,,28.33,26.91,30.95
,73620,TC,20.90,19.86,22.84
,73620,26,7.43,7.06,8.12
,73630,,33.83,32.14,36.96
,73630,TC,25.75,24.46,28.13
,73630,26,8.08,7.68,8.83
,73650,,28.33,26.91,30.95
,73650,TC,20.58,19.55,22.48
,73650,26,7.75,7.36,8.46
,73660,,28.96,27.51,31.64
,73660,TC,22.52,21.39,24.60
,73660,26,6.45,6.13,7.05
,73700,,130.49,123.97,142.57
,73700,TC,83.54,79.36,91.26
,73700,26,46.96,44.61,51.30
,73701,,168.19,159.78,183.75
,73701,TC,113.48,107.81,123.98
,73701,26,54.71,51.97,59.77
,73702,,196.63,186.80,214.82
,73702,TC,139.63,132.65,152.55
,73702,26,57.00,54.15,62.27
C,73706,,262.14,249.03,286.38
C,73706,TC,173.45,164.78,189.50
,73706,26,88.69,84.26,96.90
,73718,,225.36,214.09,246.20
,73718,TC,161.91,153.81,176.88
,73718,26,63.45,60.28,69.32
,73719,,265.70,252.42,290.28
,73719,TC,189.59,180.11,207.13
,73719,26,76.11,72.30,83.15
,73720,,340.32,323.30,371.80
,73720,TC,239.31,227.34,261.44
,73720,26,101.01,95.96,110.35
,73721,,204.69,194.46,223.63
,73721,TC,140.60,133.57,153.61
,73721,26,64.10,60.90,70.04
,73722,,316.06,300.26,345.30
,73722,TC,239.63,227.65,261.80
,73722,26,76.43,72.61,83.50
,73723,,388.75,369.31,424.71
,73723,TC,287.42,273.05,314.01
,73723,26,101.34,96.27,110.71
,73725,,338.85,321.91,370.20
,73725,TC,254.08,241.38,277.59
,73725,26,84.77,80.53,92.61
,74018,,29.96,28.46,32.73
,74018,TC,21.23,20.17,23.20
,74018,26,8.73,8.29,9.53
,74019,,36.12,34.31,39.46
,74019,TC,25.42,24.15,27.77
,74019,26,10.70,10.17,11.70
,74021,,42.28,40.17,46.20
,74021,TC,29.62,28.14,32.36
,74021,26,12.66,12.03,13.83
,74022,,49.33,46.86,53.89
,74022,TC,34.14,32.43,37.29
,74022,26,15.19,14.43,16.59
,74150,,137.94,131.04,150.70
,74150,TC,81.92,77.82,89.49
,74150,26,56.02,53.22,61.20
C,74160,,233.38,221.71,254.97
C,74160,TC,173.21,164.55,189.23
,74160,26,60.18,57.17,65.75
C,74170,,238.95,227.00,261.05
C,74170,TC,173.21,164.55,189.23
,74170,26,65.74,62.45,71.82
,74174,,383.13,363.97,418.57
,74174,TC,279.91,265.91,305.80
,74174,26,103.22,98.06,112.77
C,74175,,258.30,245.39,282.20
C,74175,TC,172.89,164.25,188.89
,74175,26,85.42,81.15,93.32
,74176,,185.37,176.10,202.52
,74176,TC,103.47,98.30,113.05
,74176,26,81.90,77.81,89.48
,74177,,305.20,289.94,333.43
,74177,TC,219.70,208.72,240.03
,74177,26,85.50,81.23,93.41
,74178,,342.59,325.46,374.28
,74178,TC,248.35,235.93,271.32
,74178,26,94.24,89.53,102.96
,74181,,198.22,188.31,216.56
,74181,TC,129.30,122.84,141.27
,74181,26,68.92,65.47,75.29
,74182,,305.07,289.82,333.29
,74182,TC,223.81,212.62,244.51
,74182,26,81.25,77.19,88.77
,74183,,341.32,324.25,372.89
,74183,TC,238.02,226.12,260.04
,74183,26,103.30,98.14,112.86
,74185,,339.57,322.59,370.98
,74185,TC,255.69,242.91,279.35
,74185,26,83.87,79.68,91.63
,74190,,96.16,91.35,105.05
,74190,TC,65.94,62.64,72.04
,74190,26,21.97,20.87,24.00
,74210,,92.98,88.33,101.58
,74210,TC,65.46,62.19,71.52
,74210,26,27.52,26.14,30.06
,74220,,95.57,90.79,104.41
,74220,TC,67.39,64.02,73.62
,74220,26,28.17,26.76,30.77
,74221,,107.81,102.42,117.78
,74221,TC,74.82,71.08,81.74
,74221,26,32.99,31.34,36.04
,74230,,122.00,115.90,133.29
,74230,TC,96.77,91.93,105.72
,74230,26,25.23,23.97,27.57
,74235,,166.05,157.75,181.41
,74235,TC,132.31,125.69,144.54
,74235,26,56.02,53.22,61.20
,74240,,120.46,114.44,131.61
,74240,TC,82.57,78.44,90.21
,74240,26,37.89,36.00,41.40
,74246,,136.57,129.74,149.20
,74246,TC,94.19,89.48,102.90
,74246,26,42.38,40.26,46.30
,74248,,81.33,77.26,88.85
,74248,TC,48.35,45.93,52.82
,74248,26,32.99,31.34,36.04
,74250,,119.49,113.52,130.55
,74250,TC,81.60,77.52,89.15
,74250,26,37.89,36.00,41.40
C,74251,,228.01,216.61,249.10
C,74251,TC,172.97,164.32,188.97
,74251,26,55.04,52.29,60.13
C,74261,,216.25,205.44,236.26
C,74261,TC,103.55,98.37,113.13
,74261,26,112.69,107.06,123.12
C,74262,,290.48,275.96,317.35
C,74262,TC,172.65,164.02,188.62
,74262,26,117.83,111.94,128.73
,74270,,150.53,143.00,164.45
,74270,TC,101.94,96.84,111.37
,74270,26,48.59,46.16,53.08
,74280,,215.62,204.84,235.57
,74280,TC,156.10,148.30,170.55
,74280,26,59.53,56.55,65.03
,74283,,250.42,237.90,273.59
,74283,TC,151.66,144.08,165.69
,74283,26,98.76,93.82,107.89
,74290,,83.23,79.07,90.93
,74290,TC,68.04,64.64,74.34
,74290,26,15.19,14.43,16.59
,74300,,63.97,60.77,69.89
,74300,TC,40.28,38.27,44.01
,74300,26,13.22,12.56,14.44
,74301,,63.97,60.77,69.89
,74301,TC,50.62,48.09,55.30
,74301,26,9.72,9.23,10.61
,74328,,203.23,193.07,222.03
,74328,TC,159.18,151.22,173.90
,74328,26,22.70,21.57,24.81
,74329,,203.23,193.07,222.03
,74329,TC,159.18,151.22,173.90
,74329,26,23.02,21.87,25.15
,74330,,215.73,204.94,235.68
,74330,TC,159.18,151.22,173.90
,74330,26,26.86,25.52,29.35
,74340,,166.05,157.75,181.41
,74340,TC,132.31,125.69,144.54
,74340,26,25.23,23.97,27.57
,74355,,179.84,170.85,196.48
,74355,TC,132.31,125.69,144.54
,74355,26,35.93,34.13,39.25
,74360,,193.37,183.70,211.26
,74360,TC,159.18,151.22,173.90
,74360,26,27.33,25.96,29.85
,74363,,179.84,170.85,196.48
,74363,TC,132.31,125.69,144.54
,74363,26,41.08,39.03,44.88
,74400,,132.23,125.62,144.46
,74400,TC,108.96,103.51,119.04
,74400,26,23.27,22.11,25.43
,74410,,138.45,131.53,151.26
,74410,TC,115.74,109.95,126.44
,74410,26,22.71,21.57,24.81
,74415,,147.49,140.12,161.14
,74415,TC,124.78,118.54,136.32
,74415,26,22.71,21.57,24.81
,74420,,76.56,72.73,83.64
,74420,TC,52.54,49.91,57.40
,74420,26,24.01,22.81,26.23
,74425,,132.41,125.79,144.66
,74425,TC,109.04,103.59,119.13
,74425,26,23.36,22.19,25.52
,74430,,40.93,38.88,44.71
,74430,TC,25.75,24.46,28.13
,74430,26,15.19,14.43,16.59
,74440,,94.97,90.22,103.75
,74440,TC,77.73,73.84,84.92
,74440,26,17.24,16.38,18.84
,74445,,130.79,124.25,142.89
,74445,TC,56.85,54.01,62.11
,74445,26,52.60,49.97,57.47
,74450,,95.22,90.46,104.03
,74450,TC,73.73,70.04,80.55
,74450,26,15.27,14.51,16.69
,74455,,101.39,96.32,110.77
,74455,TC,86.12,81.81,94.08
,74455,26,15.27,14.51,16.69
,74470,,97.01,92.16,105.98
,74470,TC,63.29,60.13,69.15
,74470,26,24.59,23.36,26.86
,74485,,117.00,111.15,127.82
,74485,TC,78.69,74.76,85.97
,74485,26,38.31,36.39,41.85
C,74712,,372.43,353.81,406.88
C,74712,TC,230.92,219.37,252.28
,74712,26,141.51,134.43,154.59
,74713,,201.02,190.97,219.62
,74713,TC,113.89,108.20,124.43
,74713,26,87.13,82.77,95.19
,74740,,91.65,87.07,100.13
,74740,TC,73.53,69.85,80.33
,74740,26,18.13,17.22,19.80
,74742,,85.18,80.92,93.06
,74742,TC,63.27,60.11,69.13
,74742,26,28.82,27.38,31.49
,74775,,113.38,107.71,123.87
,74775,TC,73.73,70.04,80.55
,74775,26,29.15,27.69,31.84
,75557,,281.20,267.14,307.21
,75557,TC,172.24,163.63,188.17
,75557,26,108.96,103.51,119.04
,75559,,376.86,358.02,411.72
,75559,TC,242.30,230.19,264.72
,75559,26,134.56,127.83,147.00
,75561,,366.73,348.39,400.65
,75561,TC,246.09,233.79,268.86
,75561,26,120.64,114.61,131.80
,75563,,427.00,405.65,466.50
,75563,TC,289.35,274.88,316.11
,75563,26,137.65,130.77,150.39
,75565,,45.58,43.30,49.80
,75565,TC,33.90,32.21,37.04
,75565,26,11.68,11.10,12.77
,75571,,100.64,95.61,109.95
,75571,TC,73.45,69.78,80.25
,75571,26,27.19,25.83,29.70
,75572,,229.61,218.13,250.85
,75572,TC,148.27,140.86,161.99
,75572,26,81.35,77.28,88.87
C,75573,,292.60,277.97,319.67
C,75573,TC,173.69,165.01,189.76
,75573,26,118.91,112.96,129.90
C,75574,,284.93,270.68,311.28
C,75574,TC,173.13,164.47,189.14
,75574,26,111.81,106.22,122.15
,75580,,878.17,834.26,959.40
,75580,TC,843.45,801.28,921.47
,75580,26,34.71,32.97,37.92
,75600,,179.03,170.08,195.59
,75600,TC,154.81,147.07,169.13
,75600,26,24.23,23.02,26.47
,75605,,120.63,114.60,131.79
,75605,TC,66.67,63.34,72.84
,75605,26,53.96,51.26,58.95
,75625,,128.44,122.02,140.32
,75625,TC,58.35,55.43,63.74
,75625,26,70.08,66.58,76.57
,75630,,158.37,150.45,173.02
,75630,TC,63.11,59.95,68.94
,75630,26,95.26,90.50,104.08
C,75635,,285.09,270.84,311.47
C,75635,TC,173.45,164.78,189.50
,75635,26,111.64,106.06,121.97
,75705,,254.95,242.20,278.53
,75705,TC,132.12,125.51,144.34
,75705,26,122.82,116.68,134.18
,75710,,152.25,144.64,166.34
,75710,TC,67.31,63.94,73.53
,75710,26,84.94,80.69,92.79
,75716,,164.16,155.95,179.34
,75716,TC,70.22,66.71,76.72
,75716,26,93.95,89.25,102.64
,75726,,169.55,161.07,185.23
,75726,TC,75.71,71.92,82.71
,75726,26,93.85,89.16,102.53
,75731,,151.31,143.74,165.30
,75731,TC,97.58,92.70,106.61
,75731,26,53.73,51.04,58.70
,75733,,169.56,161.08,185.24
,75733,TC,109.76,104.27,119.91
,75733,26,59.80,56.81,65.33
,75736,,142.34,135.22,155.50
,75736,TC,90.15,85.64,98.49
,75736,26,52.19,49.58,57.02
,75741,,128.96,122.51,140.89
,75741,TC,68.93,65.48,75.30
,75741,26,60.03,57.03,65.58
,75743,,146.98,139.63,160.57
,75743,TC,70.22,66.71,76.72
,75743,26,76.77,72.93,83.87
,75746,,133.23,126.57,145.56
,75746,TC,80.87,76.83,88.35
,75746,26,52.36,49.74,57.20
,75756,,163.80,155.61,178.95
,75756,TC,108.55,103.12,118.59
,75756,26,55.25,52.49,60.36
,75774,,96.03,91.23,104.91
,75774,TC,49.64,47.16,54.23
,75774,26,46.39,44.07,50.68
,75801,,329.63,313.15,360.12
,75801,TC,273.30,259.64,298.59
,75801,26,44.25,42.04,48.35
,75803,,346.69,329.36,378.76
,75803,TC,273.30,259.64,298.59
,75803,26,55.36,52.59,60.48
,75805,,361.27,343.21,394.69
,75805,TC,308.37,292.95,336.89
,75805,26,38.22,36.31,41.76
,75807,,541.91,514.81,592.03
,75807,TC,462.55,439.42,505.33
,75807,26,52.61,49.98,57.48
,75809,,80.32,76.30,87.75
,75809,TC,57.71,54.82,63.04
,75809,26,22.61,21.48,24.70
,75810,,704.98,669.73,770.19
,75810,TC,633.29,601.63,691.87
,75810,26,48.88,46.44,53.41
,75820,,107.02,101.67,116.92
,75820,TC,57.71,54.82,63.04
,75820,26,49.32,46.85,53.88
,75822,,133.32,126.65,145.65
,75822,TC,63.84,60.65,69.75
,75822,26,69.48,66.01,75.91
,75825,,114.65,108.92,125.26
,75825,TC,59.97,56.97,65.52
,75825,26,54.68,51.95,59.74
,75827,,118.93,112.98,129.93
,75827,TC,64.17,60.96,70.10
,75827,26,54.76,52.02,59.82
,75831,,118.85,112.91,129.85
,75831,TC,66.99,63.64,73.19
,75831,26,51.87,49.28,56.67
,75833,,149.21,141.75,163.01
,75833,TC,77.32,73.45,84.47
,75833,26,71.89,68.30,78.55
,75840,,126.85,120.51,138.59
,75840,TC,73.12,69.46,79.88
,75840,26,53.73,51.04,58.70
,75842,,156.91,149.06,171.42
,75842,TC,86.36,82.04,94.35
,75842,26,70.55,67.02,77.07
,75860,,124.67,118.44,136.21
,75860,TC,71.19,67.63,77.77
,75860,26,53.48,50.81,58.43
,75870,,155.64,147.86,170.04
,75870,TC,95.40,90.63,104.22
,75870,26,60.24,57.23,65.81
,75872,,126.85,120.51,138.59
,75872,TC,73.12,69.46,79.88
,75872,26,53.73,51.04,58.70
,75880,,106.11,100.80,115.92
,75880,TC,72.80,69.16,79.53
,75880,26,33.31,31.64,36.39
,75885,,135.73,128.94,148.28
,75885,TC,70.54,67.01,77.06
,75885,26,65.19,61.93,71.22
,75887,,136.70,129.87,149.35
,75887,TC,71.19,67.63,77.77
,75887,26,65.51,62.23,71.56
,75889,,122.49,116.37,133.83
,75889,TC,70.54,67.01,77.06
,75889,26,51.95,49.35,56.75
,75891,,122.89,116.75,134.26
,75891,TC,71.19,67.63,77.77
,75891,26,51.71,49.12,56.49
,75893,,103.68,98.50,113.28
,75893,TC,77.97,74.07,85.18
,75893,26,25.71,24.42,28.08
,75894,,1300.57,1235.54,1420.87
,75894,TC,1215.38,1154.61,1327.80
,75894,26,75.32,71.55,82.28
,75898,,157.37,149.50,171.93
,75898,TC,53.30,50.64,58.24
,75898,26,96.40,91.58,105.32
,75901,,221.66,210.58,242.17
,75901,TC,199.36,189.39,217.80
,75901,26,22.30,21.19,24.37
,75902,,86.09,81.79,94.06
,75902,TC,68.04,64.64,74.34
,75902,26,18.05,17.15,19.72
,75956,26,352.49,334.87,385.10
,75957,26,302.82,287.68,330.83
,75958,26,198.10,188.20,216.43
,75959,26,176.36,167.54,192.67
,75970,,633.31,601.64,691.89
,75970,TC,580.26,551.25,633.94
,75970,26,37.74,35.85,41.23
,75984,,94.48,89.76,103.22
,75984,TC,56.42,53.60,61.64
,75984,26,38.06,36.16,41.58
,75989,,110.65,105.12,120.89
,75989,TC,55.45,52.68,60.58
,75989,26,55.21,52.45,60.32
,76000,,42.45,40.33,46.38
,76000,TC,27.36,25.99,29.89
,76000,26,15.09,14.34,16.49
,76010,,28.99,27.54,31.67
,76010,TC,20.58,19.55,22.48
,76010,26,8.41,7.99,9.19
,76080,,59.29,56.33,64.78
,76080,TC,34.46,32.74,37.65
,76080,26,24.83,23.59,27.13
,76098,,42.22,40.11,46.13
,76098,TC,27.04,25.69,29.54
,76098,26,15.18,14.42,16.58
,76100,,87.81,83.42,95.93
,76100,TC,60.29,57.28,65.87
,76100,26,27.52,26.14,30.06
,76120,,115.46,109.69,126.14
,76120,TC,96.13,91.32,105.02
,76120,26,19.33,18.36,21.11
,76125,,57.08,54.23,62.36
,76125,TC,40.22,38.21,43.94
,76125,26,13.22,12.56,14.44
,76145,,898.55,853.62,981.66
,76376,,24.81,23.57,27.11
,76376,TC,15.41,14.64,16.84
,76376,26,9.39,8.92,10.26
,76377,,77.67,73.79,84.86
,76377,TC,39.87,37.88,43.56
,76377,26,37.80,35.91,41.30
C,76380,,130.72,124.18,142.81
C,76380,TC,85.47,81.20,93.38
,76380,26,45.25,42.99,49.44
,76391,,202.70,192.57,221.46
,76391,TC,150.61,143.08,164.54
,76391,26,52.09,49.49,56.91
,76506,,111.48,105.91,121.80
,76506,TC,79.99,75.99,87.39
,76506,26,31.49,29.92,34.41
,76510,,67.38,64.01,73.61
,76510,TC,29.62,28.14,32.36
,76510,26,37.76,35.87,41.25
,76511,,56.04,53.24,61.23
,76511,TC,21.55,20.47,23.54
,76511,26,34.50,32.78,37.70
,76512,,47.28,44.92,51.66
,76512,TC,17.67,16.79,19.31
,76512,26,29.61,28.13,32.35
,76513,,73.46,69.79,80.26
,76513,TC,42.21,40.10,46.12
,76513,26,31.25,29.69,34.14
,76514,,11.53,10.95,12.59
,76514,TC,3.79,3.60,4.14
,76514,26,7.74,7.35,8.45
,76516,,45.90,43.61,50.15
,76516,TC,24.13,22.92,26.36
,76516,26,21.77,20.68,23.78
,76519,,66.64,63.31,72.81
,76519,TC,37.37,35.50,40.83
,76519,26,29.27,27.81,31.98
,76529,,83.77,79.58,91.52
,76529,TC,52.54,49.91,57.40
,76529,26,31.23,29.67,34.12
,76536,,108.14,102.73,118.14
,76536,TC,81.60,77.52,89.15
,76536,26,26.54,25.21,28.99
,76604,,56.50,53.68,61.73
,76604,TC,29.62,28.14,32.36
,76604,26,26.88,25.54,29.37
,76641,,101.04,95.99,110.39
,76641,TC,66.43,63.11,72.58
,76641,26,34.62,32.89,37.82
,76642,,83.91,79.71,91.67
,76642,TC,51.57,48.99,56.34
,76642,26,32.33,30.71,35.32
,76700,,114.57,108.84,125.17
,76700,TC,76.67,72.84,83.77
,76700,26,37.89,36.00,41.40
,76705,,85.55,81.27,93.46
,76705,TC,58.03,55.13,63.40
,76705,26,27.52,26.14,30.06
,76706,,104.58,99.35,114.25
,76706,TC,78.69,74.76,85.97
,76706,26,25.89,24.60,28.29
,76770,,106.54,101.21,116.39
,76770,TC,71.59,68.01,78.21
,76770,26,34.95,33.20,38.18
,76775,,59.07,56.12,64.54
,76775,TC,31.88,30.29,34.83
,76775,26,27.19,25.83,29.70
,76776,,144.56,137.33,157.93
,76776,TC,108.96,103.51,119.04
,76776,26,35.60,33.82,38.89
C,76800,,168.14,159.73,183.69
C,76800,TC,103.55,98.37,113.13
,76800,26,64.59,61.36,70.56
,76801,,115.40,109.63,126.07
,76801,TC,69.01,65.56,75.39
,76801,26,46.39,44.07,50.68
,76802,,59.30,56.34,64.79
,76802,TC,20.34,19.32,22.22
,76802,26,38.96,37.01,42.56
,76805,,133.39,126.72,145.73
,76805,TC,86.68,82.35,94.70
,76805,26,46.71,44.37,51.03
,76810,,85.85,81.56,93.79
,76810,TC,40.27,38.26,44.00
,76810,26,45.58,43.30,49.80
,76811,,174.50,165.78,190.65
,76811,TC,86.28,81.97,94.27
,76811,26,88.22,83.81,96.38
,76812,,188.07,178.67,205.47
,76812,TC,105.09,99.84,114.82
,76812,26,82.99,78.84,90.67
,76813,,113.65,107.97,124.17
,76813,TC,58.68,55.75,64.11
,76813,26,54.97,52.22,60.05
,76814,,73.27,69.61,80.05
,76814,TC,27.36,25.99,29.89
,76814,26,45.91,43.61,50.15
,76815,,79.78,75.79,87.16
,76815,TC,49.31,46.84,53.87
,76815,26,30.46,28.94,33.28
,76816,,107.74,102.35,117.70
,76816,TC,68.04,64.64,74.34
,76816,26,39.70,37.72,43.38
,76817,,91.13,86.57,99.56
,76817,TC,55.77,52.98,60.93
,76817,26,35.36,33.59,38.63
,76818,,116.72,110.88,127.51
,76818,TC,67.87,64.48,74.15
,76818,26,48.85,46.41,53.37
,76819,,84.36,80.14,92.16
,76819,TC,48.59,46.16,53.08
,76819,26,35.78,33.99,39.09
,76820,,44.02,41.82,48.09
,76820,TC,20.90,19.86,22.84
,76820,26,23.12,21.96,25.25
,76821,,87.31,82.94,95.38
,76821,TC,54.48,51.76,59.52
,76821,26,32.83,31.19,35.87
,76825,,256.05,243.25,279.74
,76825,TC,178.61,169.68,195.13
,76825,26,77.44,73.57,84.61
,76826,,153.16,145.50,167.33
,76826,TC,114.77,109.03,125.38
,76826,26,38.39,36.47,41.94
,76827,,68.84,65.40,75.21
,76827,TC,41.57,39.49,45.41
,76827,26,27.28,25.92,29.81
,76828,,47.93,45.53,52.36
,76828,TC,22.19,21.08,24.24
,76828,26,25.73,24.44,28.11
,76830,,117.17,111.31,128.01
,76830,TC,84.75,80.51,92.59
,76830,26,32.42,30.80,35.42
,76831,,113.80,108.11,124.33
,76831,TC,79.99,75.99,87.39
,76831,26,33.81,32.12,36.94
,76856,,103.37,98.20,112.93
,76856,TC,71.27,67.71,77.87
,76856,26,32.10,30.50,35.08
,76857,,48.78,46.34,53.29
,76857,TC,25.75,24.46,28.13
,76857,26,23.03,21.88,25.16
,76870,,98.17,93.26,107.25
,76870,TC,68.36,64.94,74.68
,76870,26,29.81,28.32,32.57
C,76872,,135.41,128.64,147.94
C,76872,TC,103.55,98.37,113.13
,76872,26,31.86,30.27,34.81
,76873,,172.93,164.28,188.92
,76873,TC,97.66,92.78,106.70
,76873,26,75.27,71.51,82.24
