NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,88367,26,32.17,30.56,35.14
,88368,,146.96,139.61,160.55
,88368,TC,106.17,100.86,115.99
,88368,26,40.78,38.74,44.55
,88369,,127.25,120.89,139.02
,88369,TC,94.77,90.03,103.53
,88369,26,32.48,30.86,35.49
,88371,26,18.83,17.89,20.57
,88372,26,17.52,16.64,19.14
,88373,,67.20,63.84,73.42
,88373,TC,42.91,40.76,46.87
,88373,26,24.29,23.08,26.54
,88374,,284.26,270.05,310.56
,88374,TC,243.45,231.28,265.97
,88374,26,40.81,38.77,44.59
,88375,,47.68,45.30,52.10
,88377,,391.03,371.48,427.20
,88377,TC,329.27,312.81,359.73
,88377,26,61.76,58.67,67.47
,88380,,124.04,117.84,135.52
,88380,TC,73.27,69.61,80.05
,88380,26,50.78,48.24,55.48
,88381,,199.76,189.77,218.24
,88381,TC,176.90,168.06,193.27
,88381,26,22.86,21.72,24.98
,88387,,33.33,31.66,36.41
,88387,TC,7.46,7.09,8.15
,88387,26,25.87,24.58,28.27
,88388,,36.19,34.38,39.54
,88388,TC,13.37,12.70,14.61
,88388,26,22.82,21.68,24.93
,89049,,286.21,271.90,312.69
#,89049,,64.67,61.44,70.66
,89060,26,17.52,16.64,19.14
,89220,,19.28,18.32,21.07
,89230,,3.20,3.04,3.50
,90460,,23.27,22.11,25.43
,90461,,8.88,8.44,9.71
,90471,,20.69,19.66,22.61
,90472,,14.77,14.03,16.13
,90473,,16.75,15.91,18.30
,90474,,12.14,11.53,13.26
,90785,,14.87,14.13,16.25
#,90785,,13.23,12.57,14.46
,90791,,174.30,165.59,190.43
#,90791,,150.01,142.51,163.89
,90792,,197.52,187.64,215.79
#,90792,,173.23,164.57,189.26
,90832,,79.36,75.39,86.70
#,90832,,69.51,66.03,75.93
,90833,,73.49,69.82,80.29
#,90833,,65.61,62.33,71.68
,90834,,104.54,99.31,114.21
#,90834,,91.74,87.15,100.22
,90836,,92.68,88.05,101.26
#,90836,,82.83,78.69,90.49
,90837,,154.15,146.44,168.41
#,90837,,135.44,128.67,147.97
,90838,,122.98,116.83,134.35
#,90838,,109.85,104.36,120.01
,90839,,148.71,141.27,162.46
#,90839,,131.31,124.74,143.45
,90840,,74.39,70.67,81.27
#,90840,,66.51,63.18,72.66
,90845,,99.45,94.48,108.65
#,90845,,88.29,83.88,96.46
,90846,,99.29,94.33,108.48
#,90846,,98.96,94.01,108.11
,90847,,103.95,98.75,113.56
#,90847,,103.29,98.13,112.85
,90849,,37.93,36.03,41.43
#,90849,,29.72,28.23,32.46
,90853,,28.08,26.68,30.68
#,90853,,24.47,23.25,26.74
,90865,,163.96,155.76,179.12
#,90865,,124.24,118.03,135.73
#,90867,,118.87,112.93,129.87
,90867,,189.69,180.21,207.24
,90868,,150.27,142.76,164.17
#,90868,,94.94,90.19,103.72
,90869,,151.76,144.17,165.80
#,90869,,95.09,90.34,103.89
,90870,,173.87,165.18,189.96
#,90870,,106.25,100.94,116.08
,90880,,103.79,98.60,113.39
#,90880,,87.05,82.70,95.11
,90901,,41.09,39.04,44.90
#,90901,,19.43,18.46,21.23
,90912,,81.16,77.10,88.67
#,90912,,43.08,40.93,47.07
,90913,,32.52,30.89,35.52
#,90913,,24.32,23.10,26.57
,90935,,71.96,68.36,78.61
,90937,,103.48,98.31,113.06
,90945,,86.69,82.36,94.71
,90947,,124.63,118.40,136.16
,90951,,"1,193.72","1,134.03","1,304.13"
,90952,,820.00,779.00,895.85
,90953,,545.26,518.00,595.70
,90954,,"1,022.12",971.01,"1,116.66"
,90955,,530.81,504.27,579.91
,90956,,352.55,334.92,385.16
,90957,,781.20,742.14,853.46
,90958,,507.76,482.37,554.73
,90959,,330.96,314.41,361.57
,90960,,358.45,340.53,391.61
,90961,,297.61,282.73,325.14
,90962,,204.97,194.72,223.93
,90963,,616.39,585.57,673.41
,90964,,528.32,501.90,577.19
,90965,,506.74,481.40,553.61
,90966,,297.61,282.73,325.14
,90967,,17.75,16.86,19.39
,90968,,17.42,16.55,19.03
,90969,,17.08,16.23,18.66
,90970,,9.54,9.06,10.42
,90997,,89.06,84.61,97.30
,91010,,220.28,209.27,240.66
,91010,TC,155.73,147.94,170.13
,91010,26,64.55,61.32,70.52
,91013,,25.29,24.03,27.63
,91013,TC,16.08,15.28,17.57
,91013,26,9.21,8.75,10.06
,91020,,274.85,261.11,300.28
,91020,TC,202.91,192.76,221.67
,91020,26,71.94,68.34,78.59
,91022,,173.52,164.84,189.57
,91022,TC,101.58,96.50,110.98
,91022,26,71.94,68.34,78.59
,91030,,144.83,137.59,158.23
,91030,TC,99.28,94.32,108.47
,91030,26,45.55,43.27,49.76
,91034,,190.89,181.35,208.55
,91034,TC,140.96,133.91,154.00
,91034,26,49.93,47.43,54.54
,91035,,452.00,429.40,493.81
,91035,TC,369.73,351.24,403.93
,91035,26,82.27,78.16,89.88
,91037,,168.09,159.69,183.64
,91037,TC,119.63,113.65,130.70
,91037,26,48.46,46.04,52.95
,91038,,398.81,378.87,435.70
,91038,TC,343.47,326.30,375.25
,91038,26,55.34,52.57,60.46
,91040,,510.90,485.36,558.16
,91040,TC,461.06,438.01,503.71
,91040,26,49.85,47.36,54.46
,91065,,73.46,69.79,80.26
,91065,TC,63.59,60.41,69.47
,91065,26,9.88,9.39,10.80
,91110,,722.01,685.91,788.80
,91110,TC,610.72,580.18,667.21
,91110,26,111.28,105.72,121.58
,91111,,862.72,819.58,942.52
,91111,TC,817.83,776.94,893.48
,91111,26,44.89,42.65,49.05
,91112,,"1,587.67","1,508.29","1,734.53"
,91112,TC,"1,483.03","1,408.88","1,620.21"
,91112,26,104.64,99.41,114.32
,91113,,883.74,839.55,965.48
,91113,TC,763.59,725.41,834.22
,91113,26,120.16,114.15,131.27
,91117,,137.47,130.60,150.19
,91120,,494.33,469.61,540.05
,91120,TC,445.96,423.66,487.21
,91120,26,48.37,45.95,52.84
,91122,,275.69,261.91,301.20
,91122,TC,187.81,178.42,205.18
,91122,26,87.87,83.48,96.00
,91132,,431.64,410.06,471.57
,91132,TC,405.59,385.31,443.11
,91132,26,26.05,24.75,28.46
,91133,,453.71,431.02,495.67
,91133,TC,421.01,399.96,459.95
,91133,26,32.70,31.07,35.73
,91200,,30.80,29.26,33.65
,91200,TC,20.26,19.25,22.14
,91200,26,10.54,10.01,11.51
,92002,,84.35,80.13,92.15
#,92002,,44.97,42.72,49.13
,92004,,148.63,141.20,162.38
#,92004,,93.16,88.50,101.78
,92012,,88.88,84.44,97.11
#,92012,,49.83,47.34,54.44
,92014,,125.52,119.24,137.13
#,92014,,74.97,71.22,81.90
,92018,,138.75,131.81,151.58
,92019,,72.77,69.13,79.50
#,92020,,20.15,19.14,22.01
,92020,,27.37,26.00,29.90
,92025,,36.46,34.64,39.84
,92025,TC,17.31,16.44,18.91
,92025,26,19.15,18.19,20.92
,92060,,63.57,60.39,69.45
,92060,TC,27.16,25.80,29.67
,92060,26,36.41,34.59,39.78
,92065,,39.70,37.72,43.38
#,92065,,33.14,31.48,36.20
,92066,,26.17,24.86,28.59
,92071,,36.28,34.47,39.64
#,92071,,32.01,30.41,34.97
,92072,,124.03,117.83,135.50
#,92072,,91.86,87.27,100.36
,92081,,33.48,31.81,36.58
,92081,TC,17.64,16.76,19.27
,92081,26,15.84,15.05,17.31
,92082,,46.99,44.64,51.34
,92082,TC,26.50,25.18,28.96
,92082,26,20.49,19.47,22.39
,92083,,63.13,59.97,68.97
,92083,TC,36.68,34.85,40.08
,92083,26,26.46,25.14,28.91
,92100,,84.53,80.30,92.35
#,92100,,32.01,30.41,34.97
,92132,,31.51,29.93,34.42
,92132,TC,15.34,14.57,16.76
,92132,26,16.17,15.36,17.66
,92133,,36.49,34.67,39.87
,92133,TC,15.34,14.57,16.76
,92133,26,21.15,20.09,23.10
,92134,,40.46,38.44,44.21
,92134,TC,16.00,15.20,17.48
,92134,26,24.46,23.24,26.73
,92136,,47.07,44.72,51.43
,92136,TC,17.31,16.44,18.91
,92136,26,29.76,28.27,32.51
,92145,,13.34,12.67,14.57
,92145,TC,7.79,7.40,8.51
,92145,26,5.55,5.27,6.06
,92201,,25.00,23.75,27.31
#,92201,,22.70,21.57,24.81
,92202,,15.49,14.72,16.93
#,92202,,14.50,13.78,15.85
,92227,,17.64,16.76,19.27
,92228,,29.88,28.39,32.65
,92228,TC,13.37,12.70,14.61
,92228,26,16.51,15.68,18.03
,92229,,40.61,38.58,44.37
,92230,,135.97,129.17,148.55
#,92230,,34.55,32.82,37.74
,92235,,160.75,152.71,175.62
,92235,TC,119.39,113.42,130.43
,92235,26,41.37,39.30,45.20
,92240,,187.52,178.14,204.86
,92240,TC,140.06,133.06,153.02
,92240,26,47.45,45.08,51.84
,92242,,278.20,264.29,303.93
,92242,TC,224.74,213.50,245.53
,92242,26,53.45,50.78,58.40
,92250,,37.15,35.29,40.58
,92250,TC,16.65,15.82,18.19
,92250,26,20.49,19.47,22.39
,92260,,19.39,18.42,21.18
#,92260,,10.86,10.32,11.87
,92265,,86.61,82.28,94.62
,92265,TC,41.93,39.83,45.80
,92265,26,44.68,42.45,48.82
,92270,,116.72,110.88,127.51
,92270,TC,75.32,71.55,82.28
,92270,26,41.40,39.33,45.23
,92273,,125.19,118.93,136.77
,92273,TC,89.76,85.27,98.06
,92273,26,35.42,33.65,38.70
,92274,,88.79,84.35,97.00
,92274,TC,56.37,53.55,61.58
,92274,26,32.43,30.81,35.43
,92283,,54.08,51.38,59.09
,92283,TC,45.54,43.26,49.75
,92283,26,8.55,8.12,9.34
,92284,,37.00,35.15,40.42
,92285,,23.49,22.32,25.67
,92285,TC,20.26,19.25,22.14
,92285,26,3.23,3.07,3.53
,92286,,39.11,37.15,42.72
,92286,TC,17.97,17.07,19.63
,92286,26,21.15,20.09,23.10
,92287,,141.19,134.13,154.25
,92287,TC,112.16,106.55,122.53
,92287,26,29.02,27.57,31.71
,92311,,102.27,97.16,111.73
#,92311,,50.42,47.90,55.09
,92312,,122.31,116.19,133.62
#,92312,,60.28,57.27,65.86
,92313,,97.26,92.40,106.26
#,92313,,42.12,40.01,46.01
,92315,,80.91,76.86,88.39
#,92315,,20.52,19.49,22.41
,92316,,100.08,95.08,109.34
#,92316,,30.82,29.28,33.67
,92317,,85.51,81.23,93.41
#,92317,,20.52,19.49,22.41
,92325,,40.61,38.58,44.37
,92326,,38.97,37.02,42.57
,92502,,96.83,91.99,105.79
,92504,,28.90,27.46,31.58
#,92504,,9.21,8.75,10.06
,92507,,76.63,72.80,83.72
,92508,,24.39,23.17,26.65
,92511,,116.85,111.01,127.66
#,92511,,38.41,36.49,41.96
#,92512,,27.87,26.48,30.45
,92512,,64.63,61.40,70.61
,92516,,72.20,68.59,78.88
#,92516,,22.96,21.81,25.08
,92517,,77.00,73.15,84.12
#,92517,,42.21,40.10,46.12
,92518,,78.47,74.55,85.73
#,92518,,43.35,41.18,47.36
,92519,,127.03,120.68,138.78
#,92519,,63.36,60.19,69.22
,92520,,87.48,83.11,95.58
#,92520,,39.88,37.89,43.57
,92521,,133.69,127.01,146.06
,92522,,112.42,106.80,122.82
,92523,,229.11,217.65,250.30
,92524,,110.77,105.23,121.01
,92526,,84.86,80.62,92.71
,92537,,39.88,37.89,43.57
,92537,TC,9.43,8.96,10.30
,92537,26,30.45,28.93,33.27
,92538,,22.65,21.52,24.75
,92538,TC,6.81,6.47,7.44
,92538,26,15.84,15.05,17.31
,92540,,106.61,101.28,116.47
,92540,TC,30.77,29.23,33.61
,92540,26,75.84,72.05,82.86
,92541,,25.33,24.06,27.67
,92541,TC,4.51,4.28,4.92
,92541,26,20.82,19.78,22.75
,92542,,28.99,27.54,31.67
,92542,TC,4.51,4.28,4.92
,92542,26,24.47,23.25,26.74
,92544,,18.04,17.14,19.71
,92544,TC,3.85,3.66,4.21
,92544,26,14.18,13.47,15.49
,92545,,17.04,16.19,18.62
,92545,TC,3.85,3.66,4.21
,92545,26,13.19,12.53,14.41
,92546,,131.52,124.94,143.68
,92546,TC,116.68,110.85,127.48
,92546,26,14.85,14.11,16.23
,92547,,10.50,9.98,11.48
,92548,,47.39,45.02,51.77
,92548,TC,14.03,13.33,15.33
,92548,26,33.36,31.69,36.44
,92549,,64.33,61.11,70.28
,92549,TC,20.26,19.25,22.14
,92549,26,44.06,41.86,48.14
,92550,,21.78,20.69,23.79
,92552,,37.66,35.78,41.15
,92553,,45.54,43.26,49.75
,92555,,28.80,27.36,31.46
,92556,,44.55,42.32,48.67
,92557,,36.60,34.77,39.99
#,92557,,31.68,30.10,34.62
,92562,,47.83,45.44,52.26
,92563,,34.38,32.66,37.56
,92565,,20.92,19.87,22.85
,92567,,16.44,15.62,17.96
#,92567,,10.86,10.32,11.87
,92568,,15.18,14.42,16.58
#,92568,,14.85,14.11,16.23
,92570,,32.31,30.69,35.29
#,92570,,29.03,27.58,31.72
,92571,,30.77,29.23,33.61
,92572,,52.76,50.12,57.64
,92575,,73.35,69.68,80.13
,92576,,42.26,40.15,46.17
,92577,,21.91,20.81,23.93
,92579,,44.21,42.00,48.30
#,92579,,36.66,34.83,40.05
,92582,,85.58,81.30,93.50
,92583,,56.37,53.55,61.58
,92584,,110.51,104.98,120.73
,92587,,21.69,20.61,23.70
,92587,TC,3.85,3.66,4.21
,92587,26,17.84,16.95,19.49
,92588,,33.29,31.63,36.37
,92588,TC,5.17,4.91,5.65
,92588,26,28.12,26.71,30.72
,92596,,76.06,72.26,83.10
,92597,,72.91,69.26,79.65
,92601,,158.01,150.11,172.63
#,92601,,121.58,115.50,132.83
,92602,,99.27,94.31,108.46
#,92602,,68.42,65.00,74.75
,92603,,148.79,141.35,162.55
#,92603,,118.27,112.36,129.21
,92604,,89.40,84.93,97.67
#,92604,,65.44,62.17,71.50
,92607,,124.36,118.14,135.86
,92608,,48.80,46.36,53.31
,92609,,103.57,98.39,113.15
,92610,,85.73,81.44,93.66
#,92610,,70.64,67.11,77.18
,92611,,93.05,88.40,101.66
,92612,,197.80,187.91,216.10
#,92612,,66.84,63.50,73.03
,92613,,36.82,34.98,40.23
,92614,,149.46,141.99,163.29
#,92614,,66.10,62.80,72.22
,92615,,33.17,31.51,36.24
,92616,,228.66,217.23,249.81
#,92616,,100.32,95.30,109.60
,92617,,41.38,39.31,45.21
,92620,,88.72,84.28,96.92
#,92620,,78.87,74.93,86.17
,92621,,21.78,20.69,23.79
#,92621,,18.49,17.57,20.21
,92622,,79.23,75.27,86.56
#,92622,,65.77,62.48,71.85
,92623,,20.45,19.43,22.34
#,92623,,17.50,16.63,19.12
,92625,,67.60,64.22,73.85
#,92625,,60.70,57.67,66.32
,92626,,86.45,82.13,94.45
#,92626,,73.97,70.27,80.81
,92627,,20.45,19.43,22.34
#,92627,,17.50,16.63,19.12
,92640,,108.31,102.89,118.32
#,92640,,92.56,87.93,101.12
,92651,,83.18,79.02,90.87
,92652,,113.08,107.43,123.54
,92653,,83.78,79.59,91.53
,92920,,567.00,538.65,619.45
,92924,,676.60,642.77,739.19
,92928,,630.83,599.29,689.18
,92933,,707.74,672.35,773.20
,92937,,631.07,599.52,689.45
,92941,,708.16,672.75,773.66
,92943,,708.40,672.98,773.93
,92950,,330.71,314.17,361.30
#,92950,,189.57,180.09,207.10
,92953,,1.23,1.17,1.35
,92960,,155.44,147.67,169.82
#,92960,,109.16,103.70,119.26
,92961,,260.85,247.81,284.98
,92970,,202.33,192.21,221.04
,92971,,106.92,101.57,116.81
,92972,,148.25,140.84,161.97
,92973,,188.92,179.47,206.39
,92974,,173.18,164.52,189.20
,92975,,403.57,383.39,440.90
,92977,,57.89,55.00,63.25
,92978,,346.05,328.75,378.06
,92978,TC,229.53,218.05,250.76
,92978,26,99.89,94.90,109.14
,92979,,210.83,200.29,230.33
,92979,TC,116.60,110.77,127.39
,92979,26,79.03,75.08,86.34
,92986,,"1,417.90","1,347.01","1,549.06"
,92987,,"1,460.81","1,387.77","1,595.94"
,92990,,"1,169.03","1,110.58","1,277.17"
,92997,,671.74,638.15,733.87
,92998,,340.31,323.29,371.78
,93000,,14.70,13.97,16.07
,93005,,6.48,6.16,7.08
,93010,,8.22,7.81,8.98
,93015,,72.29,68.68,78.98
,93016,,20.85,19.81,22.78
,93017,,37.58,35.70,41.06
,93018,,13.87,13.18,15.16
,93024,,112.32,106.70,122.71
,93024,TC,57.84,54.95,63.19
,93024,26,54.48,51.76,59.52
,93025,,124.48,118.26,136.00
,93025,TC,87.79,83.40,95.91
,93025,26,36.69,34.86,40.09
,93040,,13.37,12.70,14.61
,93041,,6.48,6.16,7.08
,93042,,6.89,6.55,7.53
,93050,,16.34,15.52,17.85
,93050,TC,8.12,7.71,8.87
,93050,26,8.22,7.81,8.98
,93150,,100.08,95.08,109.34
#,93150,,43.30,41.14,47.31
,93151,,87.58,83.20,95.68
#,93151,,40.97,38.92,44.76
,93152,,159.11,151.15,173.82
#,93152,,95.44,90.67,104.27
,93153,,52.09,49.49,56.91
#,93153,,22.22,21.11,24.28
,93224,,71.85,68.26,78.50
,93225,,18.30,17.39,20.00
,93226,,35.36,33.59,38.63
,93227,,18.19,17.28,19.87
,93228,,25.29,24.03,27.63
,93229,,803.69,763.51,878.04
,93241,,255.62,242.84,279.27
,93242,,12.06,11.46,13.18
,93243,,220.48,209.46,240.88
,93244,,23.09,21.94,25.23
,93245,,268.78,255.34,293.64
,93246,,12.06,11.46,13.18
,93247,,231.31,219.74,252.70
,93248,,25.41,24.14,27.76
,93260,,75.63,71.85,82.63
,93260,TC,34.71,32.97,37.92
,93260,26,40.93,38.88,44.71
,93261,,69.42,65.95,75.84
,93261,TC,34.38,32.66,37.56
,93261,26,35.04,33.29,38.28
,93264,,52.89,50.25,57.79
#,93264,,36.81,34.97,40.22
,93268,,173.58,164.90,189.64
,93270,,8.45,8.03,9.23
,93271,,141.05,134.00,154.10
,93272,,24.08,22.88,26.31
,93278,,31.81,30.22,34.75
,93278,TC,19.28,18.32,21.07
,93278,26,12.53,11.90,13.69
,93279,,67.07,63.72,73.28
,93279,TC,36.35,34.53,39.71
,93279,26,30.72,29.18,33.56
,93280,,78.30,74.39,85.55
,93280,TC,41.93,39.83,45.80
,93280,26,36.37,34.55,39.73
,93281,,83.51,79.33,91.23
,93281,TC,42.58,40.45,46.52
,93281,26,40.93,38.88,44.71
,93282,,79.24,75.28,86.57
,93282,TC,38.64,36.71,42.22
,93282,26,40.60,38.57,44.36
,93283,26,55.12,52.36,60.21
,93283,,97.38,92.51,106.39
,93283,TC,42.26,40.15,46.17
,93284,,104.99,99.74,114.70
,93284,TC,45.21,42.95,49.39
,93284,26,59.78,56.79,65.31
,93285,,59.78,56.79,65.31
,93285,TC,34.71,32.97,37.92
,93285,26,25.07,23.82,27.39
,93286,,44.97,42.72,49.13
,93286,TC,30.44,28.92,33.26
,93286,26,14.53,13.80,15.87
,93287,,51.94,49.34,56.74
,93287,TC,30.77,29.23,33.61
,93287,26,21.18,20.12,23.14
,93288,,55.87,53.08,61.04
,93288,TC,35.69,33.91,39.00
,93288,26,20.18,19.17,22.05
,93289,,71.97,68.37,78.63
,93289,TC,36.02,34.22,39.35
,93289,26,35.95,34.15,39.27
,93290,,53.16,50.50,58.08
,93290,TC,32.41,30.79,35.41
,93290,26,20.75,19.71,22.67
,93291,,48.62,46.19,53.12
,93291,TC,31.10,29.55,33.98
,93291,26,17.52,16.64,19.14
,93292,,51.19,48.63,55.92
,93292,TC,30.44,28.92,33.26
,93292,26,20.75,19.71,22.67
,93293,,43.99,41.79,48.06
,93293,TC,29.78,28.29,32.53
,93293,26,14.20,13.49,15.51
,93294,,29.87,28.38,32.64
,93295,,37.08,35.23,40.51
,93296,,21.25,20.19,23.22
,93297,,60.43,57.41,66.02
,93297,TC,35.69,33.91,39.00
,93297,26,24.74,23.50,27.03
,93298,,101.37,96.30,110.75
,93298,TC,76.63,72.80,83.72
,93298,26,24.74,23.50,27.03
,93303,,218.41,207.49,238.61
,93303,TC,157.62,149.74,172.20
,93303,26,60.79,57.75,66.41
,93304,,154.59,146.86,168.89
,93304,TC,118.97,113.02,129.97
,93304,26,35.62,33.84,38.92
,93306,,196.09,186.29,214.23
,93306,TC,127.75,121.36,139.56
,93306,26,68.34,64.92,74.66
,93307,,135.98,129.18,148.56
,93307,TC,93.04,88.39,101.65
,93307,26,42.93,40.78,46.90
,93308,,98.43,93.51,107.54
,93308,TC,73.68,70.00,80.50
,93308,26,24.75,23.51,27.04
,93312,,235.70,223.92,257.51
,93312,TC,130.38,123.86,142.44
,93312,26,105.33,100.06,115.07
,93313,,11.47,10.90,12.54
,93314,,227.88,216.49,248.96
,93314,TC,137.60,130.72,150.33
,93314,26,90.28,85.77,98.64
,93315,,365.11,346.85,398.88
,93315,TC,183.78,174.59,200.78
,93315,26,124.83,118.59,136.38
,93316,,26.50,25.18,28.96
,93317,,306.72,291.38,335.09
,93317,TC,232.74,221.10,254.27
,93317,26,88.32,83.90,96.49
,93318,,532.48,505.86,581.74
,93318,TC,337.48,320.61,368.70
,93318,26,101.62,96.54,111.02
,93319,,55.74,52.95,60.89
#,93319,,23.90,22.71,26.12
,93320,,50.59,48.06,55.27
,93320,TC,33.07,31.42,36.13
,93320,26,17.53,16.65,19.15
,93321,,24.94,23.69,27.24
,93321,TC,17.72,16.83,19.35
,93321,26,7.22,6.86,7.89
,93325,,23.01,21.86,25.14
,93325,TC,20.02,19.02,21.87
,93325,26,2.99,2.84,3.27
,93350,,185.02,175.77,202.14
,93350,TC,116.68,110.85,127.48
,93350,26,68.34,64.92,74.66
,93351,,231.86,220.27,253.31
,93351,TC,149.98,142.48,163.85
,93351,26,81.88,77.79,89.46
,93352,,34.73,32.99,37.94
,93355,,226.64,215.31,247.61
,93356,,37.05,35.20,40.48
#,93356,,11.78,11.19,12.87
,93451,,849.55,807.07,928.13
,93451,TC,712.63,677.00,778.55
,93451,26,136.93,130.08,149.59
,93452,,894.90,850.16,977.68
,93452,TC,645.50,613.23,705.21
,93452,26,249.40,236.93,272.47
,93453,,"1,143.06","1,085.91","1,248.80"
,93453,TC,809.94,769.44,884.86
,93453,26,333.12,316.46,363.93
,93454,,902.39,857.27,985.86
,93454,TC,650.43,617.91,710.60
,93454,26,251.96,239.36,275.26
,93455,,"1,006.57",956.24,"1,099.68"
,93455,TC,712.79,677.15,778.72
,93455,26,293.79,279.10,320.97
,93456,,"1,124.06","1,067.86","1,228.04"
,93456,TC,795.50,755.73,869.09
,93456,26,328.56,312.13,358.95
,93457,TC,857.45,814.58,936.77
,93457,26,368.34,349.92,402.41
,93457,,"1,225.78","1,164.49","1,339.16"
,93458,,"1,040.05",988.05,"1,136.26"
,93458,TC,728.87,692.43,796.29
,93458,26,311.18,295.62,339.96
,93459,,"1,120.60","1,064.57","1,224.26"
,93459,TC,768.17,729.76,839.22
,93459,26,352.43,334.81,385.03
,93460,,"1,243.01","1,180.86","1,357.99"
,93460,TC,849.24,806.78,927.80
,93460,26,393.77,374.08,430.19
,93461,,"1,371.72","1,303.13","1,498.60"
,93461,TC,936.13,889.32,"1,022.72"
,93461,26,435.59,413.81,475.88
,93462,,221.72,210.63,242.22
,93463,,98.90,93.96,108.05
,93464,,218.27,207.36,238.46
,93464,TC,129.56,123.08,141.54
,93464,26,88.71,84.27,96.91
,93503,,89.87,85.38,98.19
,93505,,649.13,616.67,709.17
,93505,TC,410.43,389.91,448.40
,93505,26,238.70,226.77,260.79
,93563,,54.02,51.32,59.02
,93564,,59.60,56.62,65.11
,93565,,29.14,27.68,31.83
,93566,,27.42,26.05,29.96
,93567,,40.40,38.38,44.14
,93568,,49.52,47.04,54.10
,93569,,38.34,36.42,41.88
,93571,,344.74,327.50,376.63
,93571,TC,229.53,218.05,250.76
,93571,26,75.80,72.01,82.81
,93572,,142.90,135.76,156.12
,93572,TC,93.10,88.45,101.72
,93572,26,55.41,52.64,60.54
,93573,,63.32,60.15,69.17
,93574,,70.78,67.24,77.33
,93575,,93.77,89.08,102.44
,93580,,"1,044.68",992.45,"1,141.32"
,93581,,"1,421.42","1,350.35","1,552.90"
,93582,,710.03,674.53,775.71
,93583,,796.35,756.53,870.01
,93584,,59.90,56.91,65.45
,93585,,56.58,53.75,61.81
,93586,,71.35,67.78,77.95
,93587,,105.36,100.09,115.10
,93588,,106.35,101.03,116.18
,93590,,"1,081.16","1,027.10","1,181.17"
,93591,,886.33,842.01,968.31
,93592,,387.25,367.89,423.07
,93593,26,186.52,177.19,203.77
,93594,26,283.53,269.35,309.75
,93595,26,256.37,243.55,280.08
,93596,26,318.82,302.88,348.31
,93597,26,417.02,396.17,455.60
,93598,26,66.04,62.74,72.15
,93600,,248.81,236.37,271.83
,93600,TC,101.55,96.47,110.94
,93600,26,121.88,115.79,133.16
,93602,,205.05,194.80,224.02
,93602,TC,57.10,54.25,62.39
,93602,26,119.43,113.46,130.48
,93603,,235.54,223.76,257.32
,93603,TC,86.88,82.54,94.92
,93603,26,119.43,113.46,130.48
,93609,,483.99,459.79,528.76
,93609,TC,140.18,133.17,153.15
,93609,26,286.00,271.70,312.46
,93610,,281.31,267.24,307.33
,93610,TC,71.15,67.59,77.73
,93610,26,168.80,160.36,184.41
,93612,,295.10,280.35,322.40
,93612,TC,83.80,79.61,91.55
,93612,26,165.77,157.48,181.10
,93613,,312.08,296.48,340.95
,93615,,74.86,71.12,81.79
,93615,TC,16.43,15.61,17.95
,93615,26,35.37,33.60,38.64
,93616,,496.08,471.28,541.97
,93616,TC,203.04,192.89,221.82
,93616,26,57.47,54.60,62.79
,93618,,496.08,471.28,541.97
,93618,TC,203.04,192.89,221.82
,93618,26,226.09,214.79,247.01
,93619,,912.60,866.97,997.02
,93619,TC,395.17,375.41,431.72
,93619,26,404.00,383.80,441.37
,93620,,"1,003.86",953.67,"1,096.72"
,93620,TC,434.70,412.97,474.92
,93620,26,648.60,616.17,708.60
,93621,,400.02,380.02,437.02
,93621,TC,266.67,253.34,291.34
,93621,26,86.36,82.04,94.35
,93622,,586.04,556.74,640.25
,93622,TC,390.69,371.16,426.83
,93622,26,177.94,169.04,194.40
,93623,,475.54,451.76,519.52
,93623,TC,281.94,267.84,308.02
,93623,26,70.17,66.66,76.66
,93624,,446.73,424.39,488.05
,93624,TC,102.90,97.76,112.42
,93624,26,252.78,240.14,276.16
,93631,,"2,356.70","2,238.87","2,574.70"
,93631,TC,"1,853.20","1,760.54","2,024.62"
,93631,26,418.94,397.99,457.69
,93640,,294.09,279.39,321.30
,93640,TC,86.29,81.98,94.28
,93640,26,185.08,175.83,202.20
,93641,,773.05,734.40,844.56
,93641,TC,366.01,347.71,399.87
,93641,26,324.42,308.20,354.43
,93642,,345.70,328.42,377.68
,93642,TC,81.14,77.08,88.64
,93642,26,264.56,251.33,289.03
,93644,,190.91,181.36,208.56
,93644,TC,50.13,47.62,54.76
,93644,26,140.78,133.74,153.80
,93650,,620.29,589.28,677.67
,93653,,893.32,848.65,975.95
,93654,,"1,076.24","1,022.43","1,175.79"
,93655,,327.32,310.95,357.59
,93656,,"1,012.74",962.10,"1,106.42"
,93657,,327.65,311.27,357.96
,93660,,162.77,154.63,177.82
,93660,TC,72.61,68.98,79.33
,93660,26,90.16,85.65,98.50
,93662,,414.26,393.55,452.58
,93662,TC,245.31,233.04,268.00
,93662,26,69.07,65.62,75.46
,93668,,14.69,13.96,16.05
,93701,,26.83,25.49,29.31
,93702,,120.94,114.89,132.12
,93724,,278.42,264.50,304.18
,93724,TC,45.87,43.58,50.12
,93724,26,232.56,220.93,254.07
,93745,,98.21,93.30,107.30
,93745,TC,37.96,36.06,41.47
,93745,26,60.25,57.24,65.83
,93750,,53.24,50.58,58.17
#,93750,,42.08,39.98,45.98
,93784,,46.24,43.93,50.52
