NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,63250,,3332.45,3165.83,3640.70
,63251,,3404.73,3234.49,3719.66
,63252,,3404.40,3234.18,3719.31
,63265,,1846.74,1754.40,2017.56
,63266,,1904.87,1809.63,2081.07
,63267,,1507.99,1432.59,1647.48
,63268,,1640.13,1558.12,1791.84
,63270,,2334.15,2217.44,2550.06
,63271,,2327.17,2210.81,2542.43
,63272,,2090.64,1986.11,2284.03
,63273,,2097.76,1992.87,2291.80
,63275,,2001.44,1901.37,2186.58
,63276,,1988.53,1889.10,2172.47
,63277,,1727.04,1640.69,1886.79
,63278,,1790.02,1700.52,1955.60
,63280,,2367.38,2249.01,2586.36
,63281,,2351.75,2234.16,2569.28
,63282,,2223.65,2112.47,2429.34
,63283,,2137.04,2030.19,2334.72
,63285,,2938.42,2791.50,3210.23
,63286,,2902.77,2757.63,3171.27
,63287,,3081.43,2927.36,3366.46
,63290,,3134.14,2977.43,3424.04
,63295,,372.09,353.49,406.51
,63300,,2005.12,1904.86,2190.59
,63301,,2351.76,2234.17,2569.30
,63302,,2448.06,2325.66,2674.51
,63303,,2600.40,2470.38,2840.94
,63304,,2639.21,2507.25,2883.34
,63305,,2808.52,2668.09,3068.30
,63306,,2760.85,2622.81,3016.23
,63307,,2704.13,2568.92,2954.26
,63308,,351.68,334.10,384.22
,63600,,1231.20,1169.64,1345.09
,63610,,651.76,619.17,712.05
,63620,,1264.75,1201.51,1381.74
,63621,,283.42,269.25,309.64
,63650,,2120.67,2014.64,2316.84
#,63650,,421.38,400.31,460.36
,63655,,919.15,873.19,1004.17
,63661,,675.42,641.65,737.90
#,63661,,345.96,328.66,377.96
,63662,,930.83,884.29,1016.93
,63663,,878.51,834.58,959.77
#,63663,,463.90,440.71,506.82
,63664,,972.20,923.59,1062.13
,63685,,355.58,337.80,388.47
,63688,,315.83,300.04,345.05
,63700,,1468.43,1395.01,1604.26
,63702,,1607.56,1527.18,1756.26
,63704,,1867.26,1773.90,2039.99
,63706,,2074.05,1970.35,2265.90
,63707,,1035.51,983.73,1131.29
,63709,,1215.60,1154.82,1328.04
,63710,,1174.99,1116.24,1283.68
,63740,,1100.99,1045.94,1202.83
,63741,,737.42,700.55,805.63
,63744,,793.47,753.80,866.87
,63746,,679.05,645.10,741.87
,64400,,112.87,107.23,123.31
#,64400,,55.46,52.69,60.59
,64405,,78.12,74.21,85.34
#,64405,,56.44,53.62,61.66
,64408,,80.76,76.72,88.23
#,64408,,46.63,44.30,50.95
,64415,,131.16,124.60,143.29
#,64415,,70.24,66.73,76.74
,64416,,78.13,74.22,85.35
,64417,,156.57,148.74,171.05
#,64417,,65.35,62.08,71.39
,64418,,85.97,81.67,93.92
#,64418,,56.63,53.80,61.87
,64420,,97.52,92.64,106.54
#,64420,,59.57,56.59,65.08
,64421,,33.12,31.46,36.18
#,64421,,24.50,23.28,26.77
,64425,,107.53,102.15,117.47
#,64425,,54.90,52.16,59.98
,64430,,97.08,92.23,106.06
#,64430,,56.25,53.44,61.46
,64435,,79.40,75.43,86.74
#,64435,,45.27,43.01,49.46
,64445,,153.82,146.13,168.05
#,64445,,73.44,69.77,80.24
,64446,,76.51,72.68,83.58
,64447,,114.80,109.06,125.42
#,64447,,64.41,61.19,70.37
,64448,,73.05,69.40,79.81
,64449,,66.68,63.35,72.85
,64450,,72.87,69.23,79.61
#,64450,,41.62,39.54,45.47
,64451,,218.71,207.77,238.94
#,64451,,82.85,78.71,90.52
,64454,,212.97,202.32,232.67
#,64454,,83.16,79.00,90.85
,64455,,49.12,46.66,53.66
#,64455,,33.17,31.51,36.24
,64461,,131.37,124.80,143.52
#,64461,,78.43,74.51,85.69
,64462,,69.79,66.30,76.25
#,64462,,48.11,45.70,52.56
,64463,,217.24,206.38,237.34
#,64463,,82.02,77.92,89.61
,64466,,122.70,116.57,134.06
#,64466,,67.21,63.85,73.43
,64467,,223.54,212.36,244.21
#,64467,,77.14,73.28,84.27
,64468,,141.21,134.15,154.27
#,64468,,74.55,70.82,81.44
,64469,,338.72,321.78,370.05
#,64469,,80.70,76.67,88.17
,64473,,115.44,109.67,126.12
#,64473,,59.95,56.95,65.49
,64474,,220.95,209.90,241.39
#,64474,,74.55,70.82,81.44
,64479,,258.83,245.89,282.77
#,64479,,131.25,124.69,143.39
,64480,,131.39,124.82,143.54
#,64480,,62.19,59.08,67.94
,64483,,237.66,225.78,259.65
#,64483,,111.04,105.49,121.31
,64484,,107.06,101.71,116.97
#,64484,,50.60,48.07,55.28
#,64486,,52.46,49.84,57.32
,64486,,107.00,101.65,116.90
,64487,,199.03,189.08,217.44
#,64487,,60.61,57.58,66.22
,64488,,124.41,118.19,135.92
#,64488,,61.26,58.20,66.93
,64489,,323.05,306.90,352.94
#,64489,,76.19,72.38,83.24
,64490,,188.73,179.29,206.18
#,64490,,105.81,100.52,115.60
,64491,,97.16,92.30,106.15
#,64491,,60.49,57.47,66.09
,64492,,96.61,91.78,105.55
#,64492,,60.57,57.54,66.17
,64493,,174.30,165.59,190.43
#,64493,,91.69,87.11,100.18
,64494,,89.67,85.19,97.97
#,64494,,51.40,48.83,56.15
,64495,,88.24,83.83,96.40
#,64495,,51.24,48.68,55.98
,64505,,150.00,142.50,163.88
#,64505,,112.36,106.74,122.75
,64510,,141.29,134.23,154.36
#,64510,,76.55,72.72,83.63
,64517,,190.93,181.38,208.59
#,64517,,127.14,120.78,138.90
,64520,,219.42,208.45,239.72
#,64520,,85.15,80.89,93.02
,64530,,218.03,207.13,238.20
#,64530,,95.24,90.48,104.05
,64553,,3626.28,3444.97,3961.72
#,64553,,502.62,477.49,549.11
,64555,,1978.27,1879.36,2161.26
#,64555,,330.96,314.41,361.57
,64561,,702.88,667.74,767.90
#,64561,,309.95,294.45,338.62
,64566,,110.11,104.60,120.29
#,64566,,30.37,28.85,33.18
,64568,,635.18,603.42,693.93
,64569,,849.53,807.05,928.11
,64570,,819.78,778.79,895.61
,64575,,324.61,308.38,354.64
,64580,,333.82,317.13,364.70
,64581,,675.43,641.66,737.91
,64582,,859.89,816.90,939.44
,64583,,888.76,844.32,970.97
,64584,,748.58,711.15,817.82
,64585,,237.02,225.17,258.95
#,64585,,146.76,139.42,160.33
,64590,,416.05,395.25,454.54
#,64590,,302.51,287.38,330.49
,64595,,337.55,320.67,368.77
#,64595,,236.45,224.63,258.32
,64600,,480.12,456.11,524.53
#,64600,,254.31,241.59,277.83
,64605,,913.19,867.53,997.66
#,64605,,472.42,448.80,516.12
,64610,,786.17,746.86,858.89
#,64610,,522.09,495.99,570.39
,64611,,137.38,130.51,150.09
#,64611,,119.20,113.24,130.23
,64612,,140.00,133.00,152.95
#,64612,,122.46,116.34,133.79
,64615,,162.64,154.51,177.69
#,64615,,134.26,127.55,146.68
,64616,,146.79,139.45,160.37
#,64616,,119.36,113.39,130.40
,64617,,162.04,153.94,177.03
#,64617,,111.65,106.07,121.98
,64620,,213.04,202.39,232.75
#,64620,,181.46,172.39,198.25
,64624,,372.32,353.70,406.76
#,64624,,147.47,140.10,161.12
,64625,,454.91,432.16,496.98
#,64625,,197.85,187.96,216.15
,64628,,416.20,395.39,454.70
,64629,,197.88,187.99,216.19
,64630,,260.69,247.66,284.81
#,64630,,199.14,189.18,217.56
,64632,,90.75,86.21,99.14
#,64632,,68.11,64.70,74.41
,64633,,420.04,399.04,458.90
#,64633,,192.96,183.31,210.81
,64634,,241.73,229.64,264.09
#,64634,,67.59,64.21,73.84
,64635,,423.31,402.14,462.46
#,64635,,192.72,183.08,210.54
,64636,,226.73,215.39,247.70
#,64636,,59.61,56.63,65.12
,64640,,243.67,231.49,266.21
#,64640,,121.52,115.44,132.76
,64642,,157.81,149.92,172.41
#,64642,,113.16,107.50,123.63
,64643,,95.74,90.95,104.59
#,64643,,72.46,68.84,79.17
,64644,,181.74,172.65,198.55
#,64644,,122.10,116.00,133.40
,64645,,124.35,118.13,135.85
#,64645,,86.40,82.08,94.39
,64646,,168.79,160.35,184.40
#,64646,,125.09,118.84,136.67
,64647,,188.96,179.51,206.44
#,64647,,141.44,134.37,154.53
,64650,,87.11,82.75,95.16
#,64650,,42.14,40.03,46.03
,64653,,102.42,97.30,111.90
#,64653,,53.63,50.95,58.59
,64680,,328.71,312.27,359.11
#,64680,,162.55,154.42,177.58
,64681,,443.15,420.99,484.14
#,64681,,223.41,212.24,244.08
,64702,,533.96,507.26,583.35
,64704,,332.86,316.22,363.65
,64708,,519.95,493.95,568.04
,64712,,623.96,592.76,681.67
,64713,,847.78,805.39,926.20
,64714,,811.79,771.20,886.88
,64716,,526.38,500.06,575.07
,64718,,631.78,600.19,690.22
,64719,,426.13,404.82,465.54
,64721,,463.75,440.56,506.64
#,64721,,456.42,433.60,498.64
,64722,,391.57,371.99,427.79
,64726,,274.94,261.19,300.37
,64727,,178.56,169.63,195.07
,64732,,500.86,475.82,547.19
,64734,,565.10,536.85,617.38
,64736,,340.03,323.03,371.48
,64738,,452.72,430.08,494.59
,64740,,461.98,438.88,504.71
,64742,,491.21,466.65,536.65
,64744,,558.32,530.40,609.96
,64746,,457.07,434.22,499.35
,64755,,987.52,938.14,1078.86
,64760,,556.34,528.52,607.80
,64763,,550.99,523.44,601.96
,64766,,679.49,645.52,742.35
,64771,,630.99,599.44,689.36
,64772,,581.39,552.32,635.17
,64774,,449.50,427.03,491.08
,64776,,417.56,396.68,456.18
,64778,,188.21,178.80,205.62
,64782,,474.68,450.95,518.59
,64783,,225.11,213.85,245.93
,64784,,762.96,724.81,833.53
,64786,,1077.17,1023.31,1176.81
,64787,,243.86,231.67,266.42
,64788,,426.41,405.09,465.85
,64790,,913.43,867.76,997.92
,64792,,1147.79,1090.40,1253.96
,64795,,212.98,202.33,232.68
,64802,,941.14,894.08,1028.19
,64804,,1333.78,1267.09,1457.15
,64809,,1221.05,1160.00,1334.00
,64818,,817.45,776.58,893.07
,64820,,797.99,758.09,871.80
,64821,,734.15,697.44,802.06
,64822,,734.15,697.44,802.06
,64823,,832.16,790.55,909.13
,64831,,724.54,688.31,791.56
,64832,,343.48,326.31,375.26
,64834,,775.73,736.94,847.48
,64835,,856.87,814.03,936.13
,64836,,856.87,814.03,936.13
,64837,,379.47,360.50,414.58
,64840,,1010.15,959.64,1103.59
,64856,,1064.67,1011.44,1163.16
,64857,,1096.31,1041.49,1197.71
,64858,,1231.64,1170.06,1345.57
,64859,,257.44,244.57,281.26
,64861,,1705.82,1620.53,1863.61
,64862,,1439.07,1367.12,1572.19
,64864,,889.09,844.64,971.34
,64865,,1100.09,1045.09,1201.85
,64866,,1275.96,1212.16,1393.98
,64868,,1009.93,959.43,1103.34
,64872,,120.60,114.57,131.76
,64874,,180.65,171.62,197.36
,64876,,204.45,194.23,223.36
,64885,,1101.50,1046.43,1203.39
,64886,,1321.68,1255.60,1443.94
,64890,,1130.54,1074.01,1235.11
,64891,,1202.30,1142.19,1313.52
,64892,,1099.60,1044.62,1201.31
,64893,,1173.20,1114.54,1281.72
,64895,,1387.05,1317.70,1515.36
,64896,,1496.43,1421.61,1634.85
,64897,,1326.50,1260.18,1449.21
,64898,,1436.61,1364.78,1569.50
,64901,,619.85,588.86,677.19
,64902,,716.74,680.90,783.04
,64905,,1040.13,988.12,1136.34
,64907,,1360.96,1292.91,1486.85
,64910,,786.42,747.10,859.17
,64911,,1066.03,1012.73,1164.64
,64912,,924.03,877.83,1009.50
,64913,,177.18,168.32,193.57
,65091,,715.72,679.93,781.92
,65093,,709.54,674.06,775.17
,65101,,819.93,778.93,895.77
,65103,,848.99,806.54,927.52
,65105,,925.16,878.90,1010.74
,65110,,1283.52,1219.34,1402.24
,65112,,1473.26,1399.60,1609.54
,65114,,1538.30,1461.39,1680.60
,65125,,435.09,413.34,475.34
#,65125,,288.38,273.96,315.05
,65130,,823.42,782.25,899.59
,65135,,833.33,791.66,910.41
,65140,,897.01,852.16,979.98
,65150,,673.98,640.28,736.32
,65155,,935.06,888.31,1021.56
,65175,,752.23,714.62,821.81
,65205,,28.09,26.69,30.69
#,65205,,28.41,26.99,31.04
,65210,,37.40,35.53,40.86
#,65210,,35.17,33.41,38.42
,65220,,60.01,57.01,65.56
#,65220,,41.19,39.13,45.00
,65222,,65.83,62.54,71.92
#,65222,,48.61,46.18,53.11
,65235,,710.91,675.36,776.66
,65260,,955.97,908.17,1044.40
,65265,,1074.78,1021.04,1174.20
,65270,,269.58,256.10,294.52
#,65270,,137.86,130.97,150.62
,65272,,507.17,481.81,554.08
#,65272,,345.46,328.19,377.42
,65273,,370.79,352.25,405.09
,65275,,571.84,543.25,624.74
#,65275,,450.96,428.41,492.67
,65280,,653.63,620.95,714.09
,65285,,1079.38,1025.41,1179.22
,65286,,669.86,636.37,731.83
#,65286,,483.60,459.42,528.33
,65290,,478.12,454.21,522.34
,65400,,675.98,642.18,738.51
#,65400,,591.46,561.89,646.17
,65410,,139.75,132.76,152.67
#,65410,,101.48,96.41,110.87
,65420,,517.24,491.38,565.09
#,65420,,372.44,353.82,406.89
,65426,,645.47,613.20,705.18
#,65426,,470.37,446.85,513.88
#,65430,,99.97,94.97,109.22
,65430,,113.36,107.69,123.84
,65435,,80.07,76.07,87.48
#,65435,,67.95,64.55,74.23
,65436,,381.53,362.45,416.82
#,65436,,363.67,345.49,397.31
,65450,,323.97,307.77,353.94
#,65450,,317.91,302.01,347.31
,65600,,424.10,402.90,463.34
#,65600,,335.76,318.97,366.82
,65710,,1112.15,1056.54,1215.02
,65730,,1220.72,1159.68,1333.63
,65750,,1228.11,1166.70,1341.71
,65755,,1224.22,1163.01,1337.46
,65756,,1157.91,1100.01,1265.01
,65757,,74.03,70.33,80.88
,65770,,1376.24,1307.43,1503.54
,65772,,444.83,422.59,485.98
#,65772,,397.31,377.44,434.06
,65775,,561.01,532.96,612.90
,65778,,1201.89,1141.80,1313.07
#,65778,,42.87,40.73,46.84
,65779,,1056.37,1003.55,1154.08
#,65779,,104.02,98.82,113.64
,65780,,578.85,549.91,632.40
,65781,,1298.29,1233.38,1418.39
,65782,,1121.20,1065.14,1224.91
,65785,,1951.96,1854.36,2132.51
#,65785,,435.10,413.35,475.35
,65800,,117.78,111.89,128.67
#,65800,,88.44,84.02,96.62
,65810,,454.70,431.97,496.77
,65815,,618.97,588.02,676.22
#,65815,,467.79,444.40,511.06
,65820,,796.25,756.44,869.91
,65850,,823.17,782.01,899.31
,65855,,238.96,227.01,261.06
#,65855,,201.33,191.26,219.95
,65860,,299.79,284.80,327.52
#,65860,,244.30,232.09,266.90
,65865,,466.55,443.22,509.70
,65870,,581.28,552.22,635.05
,65875,,618.66,587.73,675.89
,65880,,649.65,617.17,709.75
,65900,,964.25,916.04,1053.45
,65920,,773.38,734.71,844.92
,65930,,626.07,594.77,683.99
,66020,,189.92,180.42,207.48
#,66020,,129.00,122.55,140.93
,66030,,170.21,161.70,185.96
#,66030,,108.97,103.52,119.05
,66130,,682.93,648.78,746.10
#,66130,,553.76,526.07,604.98
,66150,,855.08,812.33,934.18
,66155,,854.44,811.72,933.48
,66160,,961.71,913.62,1050.66
,66170,,1068.19,1014.78,1167.00
,66172,,1165.94,1107.64,1273.79
,66174,,609.71,579.22,666.10
,66175,,707.26,671.90,772.69
,66179,,1055.94,1003.14,1153.61
,66180,,1112.13,1056.52,1215.00
,66183,,1004.40,954.18,1097.31
,66184,,772.61,733.98,844.08
,66185,,830.23,788.72,907.03
,66225,,914.48,868.76,999.07
,66250,,722.01,685.91,788.80
#,66250,,544.05,516.85,594.38
,66500,,379.90,360.91,415.05
,66505,,413.91,393.21,452.19
,66600,,875.75,831.96,956.75
,66605,,1060.68,1007.65,1158.80
,66625,,419.50,398.53,458.31
,66630,,555.14,527.38,606.49
,66635,,559.98,531.98,611.78
,66680,,583.82,554.63,637.82
,66682,,648.66,616.23,708.66
,66683,,763.62,725.44,834.26
,66700,,441.27,419.21,482.09
#,66700,,383.54,364.36,419.01
,66710,,430.74,409.20,470.58
#,66710,,383.54,364.36,419.01
,66711,,494.15,469.44,539.86
,66720,,456.44,433.62,498.66
#,66720,,402.86,382.72,440.13
,66740,,429.15,407.69,468.84
#,66740,,383.54,364.36,419.01
,66761,,288.08,273.68,314.73
#,66761,,230.03,218.53,251.31
,66762,,465.39,442.12,508.44
#,66762,,416.59,395.76,455.12
,66770,,517.53,491.65,565.40
#,66770,,472.56,448.93,516.27
,66820,,448.16,425.75,489.61
,66821,,323.23,307.07,353.13
#,66821,,302.50,287.38,330.49
,66825,,804.44,764.22,878.85
,66830,,693.53,658.85,757.68
,66840,,676.95,643.10,739.57
,66850,,770.57,732.04,841.85
,66852,,819.35,778.38,895.14
,66920,,732.87,696.23,800.66
,66930,,836.60,794.77,913.99
,66940,,766.41,728.09,837.30
,66982,,728.87,692.43,796.29
,66984,,531.51,504.93,580.67
,66985,,752.01,714.41,821.57
,66986,,881.20,837.14,962.71
,66987,,782.46,743.34,854.84
,66988,,629.32,597.85,687.53
,66989,,836.96,795.11,914.38
,66990,,87.47,83.10,95.57
,66991,,669.33,635.86,731.24
,67005,,468.45,445.03,511.78
,67010,,534.54,507.81,583.98
,67015,,587.44,558.07,641.78
,67025,,716.89,681.05,783.21
#,67025,,616.11,585.30,673.10
,67027,,827.04,785.69,903.54
,67028,,111.11,105.55,121.38
#,67028,,91.02,86.47,99.44
,67030,,542.48,515.36,592.66
#,67031,,345.63,328.35,377.60
,67031,,377.84,358.95,412.79
,67036,,875.07,831.32,956.02
,67039,,937.11,890.25,1023.79
,67040,,1012.74,962.10,1106.42
,67041,,1116.42,1060.60,1219.69
,67042,,1116.42,1060.60,1219.69
,67043,,1179.02,1120.07,1288.08
,67101,,325.58,309.30,355.70
#,67101,,278.37,264.45,304.12
,67105,,288.92,274.47,315.64
#,67105,,268.51,255.08,293.34
,67107,,1098.46,1043.54,1200.07
,67108,,1163.40,1105.23,1271.01
,67110,,864.02,820.82,943.94
#,67110,,792.90,753.26,866.25
,67113,,1297.72,1232.83,1417.75
,67115,,487.94,463.54,533.07
,67120,,648.42,616.00,708.40
#,67120,,541.90,514.81,592.03
,67121,,882.39,838.27,964.01
,67141,,260.96,247.91,285.10
#,67141,,210.88,200.34,230.39
,67145,,236.40,224.58,258.27
#,67145,,210.88,200.34,230.39
,67208,,588.35,558.93,642.77
#,67208,,564.11,535.90,616.29
,67210,,502.91,477.76,549.42
#,67210,,487.28,462.92,532.36
,67218,,1358.48,1290.56,1484.14
,67220,,516.39,490.57,564.16
#,67220,,487.36,462.99,532.44
,67221,,275.56,261.78,301.05
#,67221,,205.07,194.82,224.04
,67225,,28.95,27.50,31.63
#,67225,,27.04,25.69,29.54
,67227,,288.26,273.85,314.93
#,67227,,249.67,237.19,272.77
,67228,,331.87,315.28,362.57
#,67228,,297.74,282.85,325.28
,67229,,1130.43,1073.91,1235.00
,67250,,870.86,827.32,951.42
,67255,,671.67,638.09,733.80
,67311,,447.74,425.35,489.15
,67312,,651.77,619.18,712.06
,67314,,447.74,425.35,489.15
,67316,,696.85,662.01,761.31
,67318,,673.70,640.02,736.02
,67320,,171.35,162.78,187.20
,67331,,123.85,117.66,135.31
,67332,,200.55,190.52,219.10
,67334,,122.29,116.18,133.61
,67335,,184.07,174.87,201.10
,67340,,286.91,272.56,313.44
,67343,,661.89,628.80,723.12
,67345,,247.59,235.21,270.49
#,67345,,221.76,210.67,242.27
,67346,,189.86,180.37,207.43
,67400,,1000.71,950.67,1093.27
,67405,,871.20,827.64,951.79
,67412,,952.06,904.46,1040.13
,67413,,929.08,882.63,1015.02
,67414,,1412.71,1342.07,1543.38
,67415,,101.80,96.71,111.22
,67420,,1692.02,1607.42,1848.53
,67430,,1337.29,1270.43,1460.99
,67440,,1298.30,1233.39,1418.40
,67445,,1484.56,1410.33,1621.88
,67450,,1345.40,1278.13,1469.85
,67500,,76.37,72.55,83.43
#,67500,,64.57,61.34,70.54
,67505,,83.23,79.07,90.93
#,67505,,70.48,66.96,77.00
,67515,,50.07,47.57,54.71
#,67515,,45.93,43.63,50.17
,67516,,118.10,112.20,129.03
#,67516,,96.09,91.29,104.98
,67550,,1051.07,998.52,1148.30
,67560,,1073.13,1019.47,1172.39
,67570,,1229.41,1167.94,1343.13
,67700,,266.73,253.39,291.40
#,67700,,114.92,109.17,125.55
,67710,,226.38,215.06,247.32
#,67710,,95.61,90.83,104.45
,67715,,250.62,238.09,273.80
#,67715,,108.06,102.66,118.06
,67800,,127.05,120.70,138.81
#,67800,,101.21,96.15,110.57
,67801,,160.48,152.46,175.33
#,67801,,129.86,123.37,141.88
,67805,,199.19,189.23,217.61
#,67805,,159.96,151.96,174.75
,67808,,361.72,343.63,395.17
,67810,,176.03,167.23,192.31
#,67810,,68.55,65.12,74.89
,67820,,18.51,17.58,20.22
#,67820,,21.70,20.62,23.71
,67825,,131.52,124.94,143.68
#,67825,,120.36,114.34,131.49
,67830,,256.47,243.65,280.20
#,67830,,135.60,128.82,148.14
,67835,,434.62,412.89,474.82
,67840,,265.83,252.54,290.42
#,67840,,153.88,146.19,168.12
,67850,,209.18,198.72,228.53
#,67850,,130.41,123.89,142.47
,67875,,174.45,165.73,190.59
#,67875,,95.04,90.29,103.83
,67880,,454.45,431.73,496.49
#,67880,,362.27,344.16,395.78
,67882,,557.02,529.17,608.55
#,67882,,463.25,440.09,506.10
,67900,,635.02,603.27,693.76
#,67900,,498.19,473.28,544.27
,67901,,767.95,729.55,838.98
#,67901,,577.87,548.98,631.33
,67902,,710.62,675.09,776.35
,67903,,586.47,557.15,640.72
#,67903,,471.65,448.07,515.28
,67904,,719.44,683.47,785.99
#,67904,,584.53,555.30,638.60
,67906,,495.32,470.55,541.13
#,67908,,423.01,401.86,462.14
,67908,,524.75,498.51,573.29
,67909,,534.13,507.42,583.53
#,67909,,431.43,409.86,471.34
,67911,,549.28,521.82,600.09
,67912,,854.97,812.22,934.05
#,67912,,480.22,456.21,524.64
,67914,,468.51,445.08,511.84
#,67914,,323.71,307.52,353.65
,67915,,298.01,283.11,325.58
#,67915,,194.35,184.63,212.32
,67916,,588.15,558.74,642.55
#,67916,,423.89,402.70,463.11
,67917,,602.58,572.45,658.32
#,67917,,448.53,426.10,490.02
,67921,,456.32,433.50,498.53
#,67921,,306.42,291.10,334.77
,67922,,293.22,278.56,320.34
#,67922,,195.95,186.15,214.07
,67923,,588.23,558.82,642.64
#,67923,,423.66,402.48,462.85
,67924,,626.18,594.87,684.10
#,67924,,449.17,426.71,490.72
,67930,,359.69,341.71,392.97
#,67930,,233.08,221.43,254.64
,67935,,585.49,556.22,639.65
#,67935,,432.72,411.08,472.74
,67938,,247.68,235.30,270.60
#,67938,,111.81,106.22,122.15
,67950,,568.96,540.51,621.59
#,67950,,454.46,431.74,496.50
,67961,,572.56,543.93,625.52
#,67961,,446.90,424.56,488.24
,67966,,757.68,719.80,827.77
#,67966,,641.59,609.51,700.94
,67971,,705.53,670.25,770.79
,67973,,907.95,862.55,991.93
,67974,,904.44,859.22,988.10
,67975,,669.37,635.90,731.29
,68020,,118.60,112.67,129.57
#,68020,,107.76,102.37,117.73
,68040,,61.06,58.01,66.71
#,68040,,47.02,44.67,51.37
,68100,,171.66,163.08,187.54
#,68100,,94.80,90.06,103.57
,68110,,226.85,215.51,247.84
#,68110,,146.16,138.85,159.68
,68115,,315.27,299.51,344.44
#,68115,,179.09,170.14,195.66
,68130,,532.46,505.84,581.72
#,68130,,404.57,384.34,441.99
,68135,,155.68,147.90,170.09
#,68135,,147.71,140.32,161.37
,68200,,40.76,38.72,44.53
#,68200,,33.75,32.06,36.87
,68320,,716.90,681.06,783.22
#,68320,,529.05,502.60,577.99
,68325,,641.98,609.88,701.36
,68326,,631.26,599.70,689.66
,68328,,689.38,654.91,753.15
,68330,,602.34,572.22,658.05
#,68330,,452.44,429.82,494.29
,68335,,632.96,601.31,691.51
,68340,,581.95,552.85,635.78
#,68340,,393.14,373.48,429.50
,68360,,523.89,497.70,572.36
#,68360,,402.37,382.25,439.59
,68362,,640.69,608.66,699.96
,68371,,402.73,382.59,439.98
,68400,,281.35,267.28,307.37
#,68400,,129.85,123.36,141.86
,68420,,314.92,299.17,344.05
#,68420,,163.43,155.26,178.55
,68440,,101.71,96.62,111.11
#,68440,,97.56,92.68,106.58
,68500,,1034.39,982.67,1130.07
,68505,,1029.65,978.17,1124.90
,68510,,433.96,412.26,474.10
#,68510,,282.47,268.35,308.60
,68520,,720.90,684.86,787.59
,68525,,254.46,241.74,278.00
,68530,,415.23,394.47,453.64
#,68530,,249.70,237.22,272.80
,68540,,956.42,908.60,1044.89
,68550,,1189.63,1130.15,1299.67
,68700,,591.10,561.55,645.78
,68705,,248.94,236.49,271.96
#,68705,,162.18,154.07,177.18
,68720,,791.62,752.04,864.85
,68745,,794.23,754.52,867.70
,68750,,837.54,795.66,915.01
,68760,,210.24,199.73,229.69
#,68760,,143.91,136.71,157.22
,68761,,139.26,132.30,152.15
#,68761,,113.74,108.05,124.26
,68770,,614.21,583.50,671.03
,68801,,91.98,87.38,100.49
#,68801,,76.99,73.14,84.11
,68810,,156.38,148.56,170.84
#,68810,,126.08,119.78,137.75
,68811,,133.91,127.21,146.29
,68815,,356.65,338.82,389.64
#,68815,,217.59,206.71,237.72
,68816,,774.86,736.12,846.54
#,68816,,153.89,146.20,168.13
,68840,,129.70,123.22,141.70
#,68840,,115.03,109.28,125.67
,68841,,37.58,35.70,41.06
#,68841,,32.15,30.54,35.12
,68850,,57.04,54.19,62.32
#,68850,,50.98,48.43,55.69
,69000,,182.41,173.29,199.28
#,69000,,127.23,120.87,139.00
,69005,,218.54,207.61,238.75
#,69005,,165.28,157.02,180.57
,69020,,224.92,213.67,245.72
#,69020,,144.55,137.32,157.92
,69100,,92.60,87.97,101.17
#,69100,,46.35,44.03,50.63
,69105,,139.41,132.44,152.31
#,69105,,66.06,62.76,72.17
,69110,,461.00,437.95,503.64
#,69110,,329.92,313.42,360.43
,69120,,388.36,368.94,424.28
,69140,,895.22,850.46,978.03
,69145,,398.86,378.92,435.76
#,69145,,258.21,245.30,282.10
,69150,,1017.23,966.37,1111.33
,69155,,1650.24,1567.73,1802.89
,69200,,80.45,76.43,87.89
#,69200,,49.19,46.73,53.74
,69205,,95.99,91.19,104.87
,69209,,15.23,14.47,16.64
,69210,,47.92,45.52,52.35
#,69210,,32.61,30.98,35.63
,69220,,79.44,75.47,86.79
#,69220,,53.29,50.63,58.22
,69222,,210.85,200.31,230.36
#,69222,,137.49,130.62,150.21
,69300,,647.25,614.89,707.12
#,69300,,480.77,456.73,525.24
,69310,,1114.49,1058.77,1217.59
,69320,,1560.00,1482.00,1704.30
,69420,,187.61,178.23,204.96
#,69420,,122.54,116.41,133.87
,69421,,153.29,145.63,167.47
