NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,55520,,488.29,463.88,533.46
,55530,,360.60,342.57,393.96
,55535,,439.89,417.90,480.59
,55540,,594.64,564.91,649.65
,55550,,439.26,417.30,479.90
,55600,,431.34,409.77,471.24
,55605,,534.87,508.13,584.35
,55650,,732.96,696.31,800.76
,55680,,355.61,337.83,388.50
,55700,,238.19,226.28,260.22
#,55700,,131.35,124.78,143.50
,55705,,270.31,256.79,295.31
,55706,,383.76,364.57,419.26
,55720,,461.38,438.31,504.06
,55725,,609.37,578.90,665.74
,55801,,1114.55,1058.82,1217.64
,55810,,1328.82,1262.38,1451.74
,55812,,1633.13,1551.47,1784.19
,55815,,1788.37,1698.95,1953.79
,55821,,854.68,811.95,933.74
,55831,,876.98,833.13,958.10
,55840,,1192.21,1132.60,1302.49
,55842,,1188.24,1128.83,1298.15
,55845,,1385.40,1316.13,1513.55
,55860,,890.82,846.28,973.22
,55862,,1113.88,1058.19,1216.92
,55865,,1357.58,1289.70,1483.16
,55866,,1217.74,1156.85,1330.38
,55867,,1068.95,1015.50,1167.83
#,55870,,143.43,136.26,156.70
,55870,,180.75,171.71,197.47
,55873,,5245.93,4983.63,5731.17
#,55873,,780.18,741.17,852.35
,55874,,2617.35,2486.48,2859.45
#,55874,,165.37,157.10,180.67
,55875,,793.16,753.50,866.53
,55876,,147.54,140.16,161.18
#,55876,,102.89,97.75,112.41
,55880,,998.41,948.49,1090.76
,55881,,8422.72,8001.58,9201.82
#,55881,,497.46,472.59,543.48
,55882,,8724.32,8288.10,9531.32
#,55882,,613.77,583.08,670.54
,55920,,465.82,442.53,508.91
,55970,,3817.29,3626.43,4170.39
,55980,,4029.77,3828.28,4402.52
,56405,,146.91,139.56,160.49
#,56405,,130.00,123.50,142.03
,56420,,182.85,173.71,199.77
#,56420,,112.36,106.74,122.75
,56440,,188.84,179.40,206.31
,56441,,182.67,173.54,199.57
#,56441,,157.48,149.61,172.05
,56442,,49.70,47.22,54.30
,56501,,189.30,179.84,206.82
#,56501,,135.40,128.63,147.92
,56515,,278.25,264.34,303.99
#,56515,,218.29,207.38,238.49
,56605,,96.16,91.35,105.05
#,56605,,61.08,58.03,66.73
,56606,,38.24,36.33,41.78
#,56606,,29.63,28.15,32.37
,56620,,600.00,570.00,655.50
,56625,,688.41,653.99,752.09
,56630,,991.54,941.96,1083.25
,56631,,1230.72,1169.18,1344.56
,56632,,1481.74,1407.65,1618.80
,56633,,1202.18,1142.07,1313.38
,56634,,1344.15,1276.94,1468.48
,56637,,1577.07,1498.22,1722.95
,56640,,1583.14,1503.98,1729.58
,56700,,208.99,198.54,228.32
,56740,,324.13,307.92,354.11
,56800,,261.62,248.54,285.82
,56805,,1205.82,1145.53,1317.36
,56810,,279.91,265.91,305.80
,56820,,126.75,120.41,138.47
#,56820,,87.20,82.84,95.27
,56821,,170.16,161.65,185.90
#,56821,,118.17,112.26,129.10
,57000,,207.73,197.34,226.94
,57010,,471.44,447.87,515.05
,57020,,125.07,118.82,136.64
#,57020,,82.33,78.21,89.94
,57022,,187.64,178.26,205.00
,57023,,330.67,314.14,361.26
,57061,,164.84,156.60,180.09
#,57061,,117.00,111.15,127.82
,57065,,246.94,234.59,269.78
#,57065,,190.80,181.26,208.45
,57100,,104.27,99.06,113.92
#,57100,,68.23,64.82,74.54
,57105,,176.30,167.49,192.61
#,57105,,148.56,141.13,162.30
,57106,,550.88,523.34,601.84
,57107,,1510.09,1434.59,1649.78
,57109,,1796.12,1706.31,1962.26
,57110,,933.46,886.79,1019.81
,57111,,1796.12,1706.31,1962.26
,57120,,546.19,518.88,596.71
,57130,,230.73,219.19,252.07
#,57130,,178.10,169.20,194.58
,57135,,249.26,236.80,272.32
#,57135,,194.09,184.39,212.05
,57150,,55.83,53.04,61.00
#,57150,,26.17,24.86,28.59
,57155,,401.71,381.62,438.86
#,57155,,290.08,275.58,316.92
,57156,,228.11,216.70,249.21
#,57156,,152.84,145.20,166.98
,57160,,75.16,71.40,82.11
#,57160,,48.05,45.65,52.50
,57170,,78.28,74.37,85.53
#,57170,,49.58,47.10,54.17
,57180,,195.06,185.31,213.11
#,57180,,123.94,117.74,135.40
,57200,,339.93,322.93,371.37
,57210,,403.18,383.02,440.47
,57220,,355.85,338.06,388.77
,57230,,430.27,408.76,470.07
,57240,,632.51,600.88,691.01
,57250,,635.61,603.83,694.40
,57260,,805.31,765.04,879.80
,57265,,901.48,856.41,984.87
,57267,,258.45,245.53,282.36
,57268,,520.79,494.75,568.96
,57270,,838.62,796.69,916.19
,57280,,996.71,946.87,1088.90
,57282,,715.27,679.51,781.44
,57283,,723.08,686.93,789.97
,57284,,868.51,825.08,948.84
,57285,,714.54,678.81,780.63
,57287,,758.18,720.27,828.31
,57288,,766.64,728.31,837.56
,57289,,818.69,777.76,894.42
,57291,,568.44,540.02,621.02
,57292,,857.58,814.70,936.91
,57295,,515.82,490.03,563.53
,57296,,994.10,944.40,1086.06
,57300,,629.77,598.28,688.02
,57305,,1009.38,958.91,1102.75
,57307,,1099.40,1044.43,1201.09
,57308,,679.79,645.80,742.67
,57310,,500.97,475.92,547.31
,57311,,565.41,537.14,617.71
,57320,,582.20,553.09,636.05
,57330,,781.34,742.27,853.61
,57335,,1218.09,1157.19,1330.77
,57400,,135.51,128.73,148.04
,57410,,109.33,103.86,119.44
,57415,,179.56,170.58,196.17
#,57420,,93.70,89.02,102.37
,57420,,135.17,128.41,147.67
,57421,,181.08,172.03,197.83
#,57421,,127.49,121.12,139.29
,57423,,958.42,910.50,1047.08
,57425,,1004.76,954.52,1097.70
,57426,,899.39,854.42,982.58
,57452,,127.70,121.32,139.52
#,57452,,93.90,89.21,102.59
,57454,,172.22,163.61,188.15
#,57454,,138.73,131.79,151.56
,57455,,164.15,155.94,179.33
#,57455,,113.44,107.77,123.94
,57456,,153.00,145.35,167.15
#,57456,,103.88,98.69,113.49
,57460,,307.86,292.47,336.34
#,57460,,166.57,158.24,181.98
,57461,,345.40,328.13,377.35
#,57461,,191.03,181.48,208.70
,57465,,56.62,53.79,61.86
#,57465,,44.82,42.58,48.97
,57500,,149.55,142.07,163.38
#,57500,,77.79,73.90,84.99
,57505,,151.78,144.19,165.82
#,57505,,110.64,105.11,120.88
,57510,,166.34,158.02,181.72
#,57510,,116.59,110.76,127.37
,57511,,198.33,188.41,216.67
#,57511,,150.81,143.27,164.76
,57513,,203.76,193.57,222.61
#,57513,,150.17,142.66,164.06
,57520,,357.31,339.44,390.36
#,57520,,305.32,290.05,333.56
,57522,,306.69,291.36,335.06
#,57522,,263.00,249.85,287.33
,57530,,384.85,365.61,420.45
,57531,,1987.53,1888.15,2171.37
,57540,,820.37,779.35,896.25
,57545,,863.53,820.35,943.40
,57550,,443.28,421.12,484.29
,57555,,640.14,608.13,699.35
,57556,,607.48,577.11,663.68
,57558,,158.43,150.51,173.09
#,57558,,131.00,124.45,143.12
,57700,,361.66,343.58,395.12
,57720,,343.69,326.51,375.49
,57800,,77.49,73.62,84.66
#,57800,,49.75,47.26,54.35
,58100,,101.40,96.33,110.78
#,58100,,65.68,62.40,71.76
,58110,,51.34,48.77,56.09
#,58110,,42.09,39.99,45.99
,58120,,301.31,286.24,329.18
#,58120,,241.03,228.98,263.33
,58140,,955.20,907.44,1043.56
,58145,,581.01,551.96,634.75
,58146,,1198.55,1138.62,1309.41
,58150,,1057.32,1004.45,1155.12
,58152,,1284.81,1220.57,1403.66
,58180,,999.15,949.19,1091.57
,58200,,1403.13,1332.97,1532.92
,58210,,1889.73,1795.24,2064.53
,58240,,3047.31,2894.94,3329.18
,58260,,868.82,825.38,949.19
,58262,,961.27,913.21,1050.19
,58263,,1032.64,981.01,1128.16
,58267,,1108.72,1053.28,1211.27
,58270,,926.42,880.10,1012.12
,58275,,1028.95,977.50,1124.13
,58280,,1098.11,1043.20,1199.68
,58285,,1473.84,1400.15,1610.17
,58290,,1194.77,1135.03,1305.28
,58291,,1290.41,1225.89,1409.77
,58292,,1359.32,1291.35,1485.05
,58294,,1263.04,1199.89,1379.87
,58301,,110.28,104.77,120.49
#,58301,,68.82,65.38,75.19
,58321,,83.39,79.22,91.10
#,58321,,50.22,47.71,54.87
,58322,,92.26,87.65,100.80
#,58322,,59.40,56.43,64.89
,58323,,15.11,14.35,16.50
#,58323,,12.56,11.93,13.72
,58340,,226.65,215.32,247.62
#,58340,,59.85,56.86,65.39
,58345,,299.64,284.66,327.36
,58346,,501.87,476.78,548.30
,58350,,148.77,141.33,162.53
#,58350,,95.50,90.73,104.34
,58353,,858.50,815.58,937.92
#,58353,,237.85,225.96,259.85
,58356,,1549.87,1472.38,1693.24
#,58356,,365.98,347.68,399.83
,58400,,472.75,449.11,516.48
,58410,,844.95,802.70,923.11
,58520,,827.09,785.74,903.60
,58540,,951.09,903.54,1039.07
,58541,,755.07,717.32,824.92
,58542,,858.95,816.00,938.40
,58543,,873.24,829.58,954.02
,58544,,939.88,892.89,1026.82
,58545,,937.21,890.35,1023.90
,58546,,1156.97,1099.12,1263.99
,58548,,1951.25,1853.69,2131.74
,58550,,915.87,870.08,1000.59
,58552,,1018.69,967.76,1112.92
,58553,,1163.81,1105.62,1271.46
,58554,,1352.83,1285.19,1477.97
,58555,,336.94,320.09,368.10
#,58555,,158.34,150.42,172.98
,58558,,1209.38,1148.91,1321.25
#,58558,,240.45,228.43,262.69
,58559,,294.24,279.53,321.46
,58560,,324.33,308.11,354.33
,58561,,371.17,352.61,405.50
,58562,,407.89,387.50,445.63
#,58562,,229.28,217.82,250.49
,58563,,1902.66,1807.53,2078.66
#,58563,,254.72,241.98,278.28
,58565,,1537.55,1460.67,1679.77
#,58565,,471.03,447.48,514.60
,58570,,837.40,795.53,914.86
,58571,,940.45,893.43,1027.44
,58572,,1080.56,1026.53,1180.51
,58573,,1263.69,1200.51,1380.59
,58575,,2005.48,1905.21,2190.99
,58580,,2594.19,2464.48,2834.15
#,58580,,417.45,396.58,456.07
,58600,,384.14,364.93,419.67
,58605,,348.10,330.70,380.31
,58611,,78.24,74.33,85.48
,58615,,260.59,247.56,284.69
,58660,,719.85,683.86,786.44
,58661,,678.18,644.27,740.91
,58662,,741.41,704.34,809.99
,58670,,384.77,365.53,420.36
,58671,,384.77,365.53,420.36
,58672,,758.39,720.47,828.54
,58673,,823.15,781.99,899.29
,58674,,844.06,801.86,922.14
,58700,,836.09,794.29,913.43
,58720,,789.40,749.93,862.42
,58740,,944.71,897.47,1032.09
,58750,,943.80,896.61,1031.10
,58752,,941.25,894.19,1028.32
,58760,,850.28,807.77,928.94
,58770,,892.73,848.09,975.30
,58800,,368.25,349.84,402.32
#,58800,,326.15,309.84,356.32
,58805,,440.29,418.28,481.02
,58820,,348.44,331.02,380.67
,58822,,739.73,702.74,808.15
,58825,,734.61,697.88,802.56
,58900,,450.26,427.75,491.91
,58920,,739.64,702.66,808.06
,58925,,802.57,762.44,876.81
,58940,,576.80,547.96,630.15
,58943,,1244.62,1182.39,1359.75
,58950,,1192.92,1133.27,1303.26
,58951,,1497.87,1422.98,1636.43
,58952,,1706.88,1621.54,1864.77
,58953,,2078.74,1974.80,2271.02
,58954,,2251.37,2138.80,2459.62
,58956,,1413.25,1342.59,1543.98
,58958,,1718.16,1632.25,1877.09
,58960,,1033.02,981.37,1128.58
,58970,,246.41,234.09,269.20
#,58970,,204.00,193.80,222.87
,58974,,143.61,136.43,156.89
,58976,,263.56,250.38,287.94
#,58976,,219.22,208.26,239.50
,59000,,123.17,117.01,134.56
#,59000,,87.13,82.77,95.19
,59001,,193.27,183.61,211.15
,59012,,218.84,207.90,239.09
,59015,,168.97,160.52,184.60
#,59015,,142.50,135.38,155.69
,59020,,72.56,68.93,79.27
,59020,26,39.15,37.19,42.77
,59020,TC,33.41,31.74,36.50
,59025,,50.81,48.27,55.51
,59025,26,31.12,29.56,33.99
,59025,TC,19.69,18.71,21.52
,59030,,122.46,116.34,133.79
,59050,,54.72,51.98,59.78
,59051,,45.48,43.21,49.69
,59070,,421.98,400.88,461.01
#,59070,,336.18,319.37,367.28
,59072,,568.00,539.60,620.54
,59074,,408.26,387.85,446.03
#,59074,,336.18,319.37,367.28
,59076,,568.00,539.60,620.54
,59100,,929.13,882.67,1015.07
,59120,,885.02,840.77,966.89
,59121,,885.86,841.57,967.81
,59130,,1029.70,978.22,1124.95
,59136,,977.79,928.90,1068.24
,59140,,449.02,426.57,490.56
,59150,,858.93,815.98,938.38
,59151,,840.19,798.18,917.91
,59160,,279.83,265.84,305.72
#,59160,,202.01,191.91,220.70
,59200,,135.88,129.09,148.45
#,59200,,73.37,69.70,80.16
,59300,,236.21,224.40,258.06
#,59300,,159.98,151.98,174.78
,59320,,165.43,157.16,180.73
,59325,,262.50,249.38,286.79
,59350,,304.23,289.02,332.37
,59400,,2581.04,2451.99,2819.79
,59409,,864.43,821.21,944.39
,59410,,1167.77,1109.38,1275.79
,59412,,111.80,106.21,122.14
,59414,,99.79,94.80,109.02
,59425,,595.40,565.63,650.47
#,59425,,469.74,446.25,513.19
,59426,,1092.16,1037.55,1193.18
#,59426,,864.44,821.22,944.40
,59430,,274.09,260.39,299.45
#,59430,,193.08,183.43,210.94
,59510,,2893.69,2749.01,3161.36
,59514,,989.16,939.70,1080.66
,59515,,1459.80,1386.81,1594.83
,59525,,525.60,499.32,574.22
,59610,,2732.11,2595.50,2984.83
,59612,,991.82,942.23,1083.56
,59614,,1279.52,1215.54,1397.87
,59618,,2928.27,2781.86,3199.14
,59620,,1026.78,975.44,1121.76
,59622,,1509.95,1434.45,1649.62
,59812,,382.45,363.33,417.83
#,59812,,331.74,315.15,362.42
,59820,,460.06,437.06,502.62
#,59820,,411.58,391.00,449.65
,59821,,455.71,432.92,497.86
#,59821,,405.00,384.75,442.46
,59830,,498.21,473.30,544.30
,59840,,262.49,249.37,286.78
#,59840,,236.65,224.82,258.54
,59841,,454.30,431.59,496.33
#,59841,,404.23,384.02,441.62
,59850,,425.40,404.13,464.75
,59851,,460.17,437.16,502.73
,59852,,630.95,599.40,689.31
,59855,,460.18,437.17,502.75
,59856,,540.80,513.76,590.82
,59857,,631.63,600.05,690.06
,59866,,260.00,247.00,284.05
,59870,,567.09,538.74,619.55
,59871,,144.22,137.01,157.56
,60000,,187.59,178.21,204.94
#,60000,,161.75,153.66,176.71
,60100,,109.58,104.10,119.72
#,60100,,76.73,72.89,83.82
,60200,,700.14,665.13,764.90
,60210,,744.92,707.67,813.82
,60212,,1097.67,1042.79,1199.21
,60220,,739.11,702.15,807.47
,60225,,983.37,934.20,1074.33
,60240,,962.99,914.84,1052.07
,60252,,1379.63,1310.65,1507.25
,60254,,1745.39,1658.12,1906.84
,60260,,1137.60,1080.72,1242.83
,60270,,1429.38,1357.91,1561.60
,60271,,1106.31,1050.99,1208.64
,60280,,466.41,443.09,509.55
,60281,,611.79,581.20,668.38
,60300,,101.45,96.38,110.84
#,60300,,48.83,46.39,53.35
,60500,,1024.05,972.85,1118.78
,60502,,1381.57,1312.49,1509.36
,60505,,1431.78,1360.19,1564.22
,60512,,252.83,240.19,276.22
,60520,,1116.67,1060.84,1219.97
,60521,,1191.57,1131.99,1301.79
,60522,,1444.04,1371.84,1577.62
,60540,,1136.91,1080.06,1242.07
,60545,,1315.01,1249.26,1436.65
,60600,,1434.72,1362.98,1567.43
,60605,,1745.66,1658.38,1907.14
,60650,,1264.13,1200.92,1381.06
,60660,,2384.89,2265.65,2605.50
#,60660,,329.98,313.48,360.50
,60661,,402.03,381.93,439.22
#,60661,,229.16,217.70,250.36
,61000,,126.69,120.36,138.41
,61001,,120.51,114.48,131.65
,61020,,116.55,110.72,127.33
,61026,,121.84,115.75,133.11
,61050,,81.25,77.19,88.77
,61055,,118.37,112.45,129.32
,61070,,58.18,55.27,63.56
,61105,,515.94,490.14,563.66
,61107,,351.65,334.07,384.18
,61108,,1005.31,955.04,1098.30
,61120,,838.10,796.20,915.63
,61140,,1423.44,1352.27,1555.11
,61150,,1517.15,1441.29,1657.48
,61151,,1114.37,1058.65,1217.45
,61154,,1428.40,1356.98,1560.53
,61156,,1394.19,1324.48,1523.15
,61210,,412.62,391.99,450.79
,61215,,571.30,542.74,624.15
,61250,,972.66,924.03,1062.63
,61253,,1114.37,1058.65,1217.45
,61304,,1837.77,1745.88,2007.76
,61305,,2251.67,2139.09,2459.95
,61312,,2323.50,2207.33,2538.43
,61313,,2225.68,2114.40,2431.56
,61314,,2045.71,1943.42,2234.93
,61315,,2319.67,2203.69,2534.24
,61316,,99.02,94.07,108.18
,61320,,2128.60,2022.17,2325.50
,61321,,2385.67,2266.39,2606.35
,61322,,2670.27,2536.76,2917.27
,61323,,2661.12,2528.06,2907.27
,61330,,2013.51,1912.83,2199.75
,61333,,2267.10,2153.75,2476.81
,61340,,1616.89,1536.05,1766.46
,61343,,2454.44,2331.72,2681.48
,61345,,2294.27,2179.56,2506.49
,61450,,2157.63,2049.75,2357.21
,61458,,2264.12,2150.91,2473.55
,61460,,2364.89,2246.65,2583.65
,61500,,1402.14,1332.03,1531.83
,61501,,1220.53,1159.50,1333.43
,61510,,2466.03,2342.73,2694.14
,61512,,2865.00,2721.75,3130.01
,61514,,2152.00,2044.40,2351.06
,61516,,2095.37,1990.60,2289.19
,61517,,98.69,93.76,107.82
,61518,,3104.25,2949.04,3391.40
,61519,,3307.58,3142.20,3613.53
,61520,,4129.98,3923.48,4512.00
,61521,,3549.32,3371.85,3877.63
,61522,,2457.49,2334.62,2684.81
,61524,,2340.34,2223.32,2556.82
,61526,,3608.04,3427.64,3941.79
,61530,,3451.87,3279.28,3771.17
,61531,,1374.66,1305.93,1501.82
,61533,,1715.09,1629.34,1873.74
,61534,,1851.82,1759.23,2023.11
,61535,,1125.07,1068.82,1229.14
,61536,,2896.89,2752.05,3164.86
,61537,,2764.04,2625.84,3019.72
,61538,,2990.49,2840.97,3267.12
,61539,,2651.68,2519.10,2896.97
,61540,,2444.13,2321.92,2670.21
,61541,,2415.99,2295.19,2639.47
,61543,,2442.63,2320.50,2668.58
,61544,,2134.04,2027.34,2331.44
,61545,,3578.16,3399.25,3909.14
,61546,,2593.01,2463.36,2832.86
,61548,,1727.65,1641.27,1887.46
,61550,,1339.05,1272.10,1462.92
,61552,,1667.41,1584.04,1821.65
,61556,,1918.72,1822.78,2096.20
,61557,,1891.42,1796.85,2066.38
,61558,,2112.05,2006.45,2307.42
,61559,,2692.14,2557.53,2941.16
,61563,,2226.14,2114.83,2432.05
,61564,,2703.47,2568.30,2953.55
,61566,,2515.95,2390.15,2748.67
,61567,,2866.91,2723.56,3132.09
,61570,,2099.93,1994.93,2294.17
,61571,,2236.10,2124.30,2442.95
,61575,,2814.40,2673.68,3074.73
,61576,,4628.67,4397.24,5056.83
,61580,,2585.46,2456.19,2824.62
,61581,,2737.41,2600.54,2990.62
,61582,,3277.24,3113.38,3580.39
,61583,,3215.97,3055.17,3513.45
,61584,,3146.23,2988.92,3437.26
,61585,,3601.30,3421.24,3934.43
,61586,,2718.62,2582.69,2970.09
,61590,,3121.14,2965.08,3409.84
,61591,,3235.28,3073.52,3534.55
,61592,,3463.21,3290.05,3783.56
,61595,,2523.53,2397.35,2756.95
,61596,,2483.37,2359.20,2713.08
,61597,,3209.00,3048.55,3505.83
,61598,,3133.72,2977.03,3423.58
,61600,,2197.58,2087.70,2400.86
,61601,,2633.29,2501.63,2876.87
,61605,,2227.77,2116.38,2433.84
,61606,,3161.64,3003.56,3454.09
,61607,,3359.92,3191.92,3670.71
,61608,,3621.19,3440.13,3956.15
,61611,,525.44,499.17,574.05
,61613,,3640.20,3458.19,3976.92
,61615,,3089.13,2934.67,3374.87
,61616,,3630.40,3448.88,3966.21
,61618,,1416.94,1346.09,1548.00
,61619,,1533.24,1456.58,1675.07
,61623,,629.21,597.75,687.41
,61624,,1275.72,1211.93,1393.72
,61626,,971.56,922.98,1061.43
,61630,,1480.67,1406.64,1617.64
,61635,,1622.20,1541.09,1772.25
,61645,,918.74,872.80,1003.72
,61650,,644.10,611.90,703.69
,61651,,275.09,261.34,300.54
,61680,,2526.74,2400.40,2760.46
,61682,,4650.21,4417.70,5080.36
,61684,,3192.72,3033.08,3488.04
,61686,,5044.94,4792.69,5511.59
,61690,,2451.49,2328.92,2678.26
,61692,,4099.31,3894.34,4478.49
,61697,,4734.27,4497.56,5172.19
,61698,,5195.00,4935.25,5675.54
,61700,,3822.98,3631.83,4176.60
,61702,,4515.02,4289.27,4932.66
,61703,,1526.76,1450.42,1667.98
,61705,,2924.17,2777.96,3194.65
,61708,,2860.38,2717.36,3124.96
,61710,,2413.36,2292.69,2636.59
,61711,,2928.63,2782.20,3199.53
,61715,,1352.11,1284.50,1477.18
,61720,,1427.76,1356.37,1559.83
,61735,,1791.87,1702.28,1957.62
,61736,,1378.74,1309.80,1506.27
,61737,,1638.06,1556.16,1789.58
,61750,,1582.48,1503.36,1728.86
,61751,,1552.91,1475.26,1696.55
,61760,,1781.29,1692.23,1946.06
,61770,,1823.11,1731.95,1991.74
,61781,,265.05,251.80,289.57
,61782,,178.24,169.33,194.73
,61783,,256.09,243.29,279.78
,61790,,985.97,936.67,1077.17
,61791,,1266.09,1202.79,1383.21
,61796,,1142.57,1085.44,1248.26
,61797,,246.59,234.26,269.40
,61798,,1547.70,1470.32,1690.87
,61799,,339.92,322.92,371.36
,61800,,166.71,158.37,182.13
,61850,,1105.94,1050.64,1208.24
,61860,,1756.60,1668.77,1919.09
,61863,,1687.33,1602.96,1843.40
,61864,,318.09,302.19,347.52
,61867,,2561.74,2433.65,2798.70
,61868,,560.43,532.41,612.27
,61880,,650.81,618.27,711.01
,61885,,579.63,550.65,633.25
,61886,,969.10,920.65,1058.75
,61888,,440.84,418.80,481.62
,61889,,1283.33,1219.16,1402.03
,61891,,607.15,576.79,663.31
,61892,,838.63,796.70,916.21
,62000,,1160.10,1102.10,1267.42
,62005,,1428.95,1357.50,1561.13
,62010,,1725.13,1638.87,1884.70
,62100,,1723.98,1637.78,1883.45
,62115,,1888.93,1794.48,2063.65
,62117,,2206.65,2096.32,2410.77
,62120,,2268.42,2155.00,2478.25
,62121,,1641.22,1559.16,1793.03
,62140,,1124.98,1068.73,1229.04
,62141,,1271.16,1207.60,1388.74
,62142,,994.80,945.06,1086.82
,62143,,1167.82,1109.43,1275.84
,62145,,1564.93,1486.68,1709.68
,62146,,1403.29,1333.13,1533.10
,62147,,1592.57,1512.94,1739.88
,62148,,141.71,134.62,154.81
,62160,,211.93,201.33,231.53
,62161,,1707.91,1622.51,1865.89
,62162,,2121.35,2015.28,2317.57
,62164,,2349.85,2232.36,2567.21
,62165,,1640.13,1558.12,1791.84
,62180,,1797.08,1707.23,1963.31
,62190,,1041.30,989.24,1137.63
,62192,,1107.02,1051.67,1209.42
,62194,,548.14,520.73,598.84
,62200,,1546.20,1468.89,1689.22
,62201,,1356.41,1288.59,1481.88
,62220,,1083.45,1029.28,1183.67
,62223,,1136.24,1079.43,1241.34
,62225,,594.18,564.47,649.14
,62230,,933.64,886.96,1020.00
,62252,,91.79,87.20,100.28
,62252,26,51.37,48.80,56.12
,62252,TC,40.42,38.40,44.16
,62256,,676.69,642.86,739.29
,62258,,1234.19,1172.48,1348.35
,62263,,619.29,588.33,676.58
#,62263,,326.51,310.18,356.71
,62264,,426.26,404.95,465.69
#,62264,,247.98,235.58,270.92
,62267,,257.61,244.73,281.44
#,62267,,154.59,146.86,168.89
,62268,,368.67,350.24,402.78
,62269,,261.06,248.01,285.21
,62270,,146.99,139.64,160.59
#,62270,,68.86,65.42,75.23
,62272,,191.95,182.35,209.70
#,62272,,102.33,97.21,111.79
,62273,,166.26,157.95,181.64
#,62273,,114.27,108.56,124.84
,62280,,316.49,300.67,345.77
#,62280,,161.80,153.71,176.77
,62281,,235.10,223.35,256.85
#,62281,,157.28,149.42,171.83
,62282,,299.36,284.39,327.05
#,62282,,142.12,135.01,155.26
,62284,,180.05,171.05,196.71
#,62284,,83.41,79.24,91.13
,62287,,605.77,575.48,661.80
,62290,,331.04,314.49,361.66
#,62290,,157.54,149.66,172.11
,62291,,297.20,282.34,324.69
#,62291,,142.83,135.69,156.04
,62292,,587.14,557.78,641.45
,62294,,1070.56,1017.03,1169.58
,62302,,244.48,232.26,267.10
#,62302,,118.82,112.88,129.81
,62303,,248.62,236.19,271.62
#,62303,,118.82,112.88,129.81
,62304,,242.86,230.72,265.33
#,62304,,117.20,111.34,128.04
,62305,,264.84,251.60,289.34
#,62305,,122.28,116.17,133.60
,62320,,158.72,150.78,173.40
#,62320,,101.31,96.24,110.68
,62321,,252.83,240.19,276.22
#,62321,,107.71,102.32,117.67
,62322,,130.62,124.09,142.70
#,62322,,79.27,75.31,86.61
,62323,,248.36,235.94,271.33
#,62323,,99.74,94.75,108.96
,62324,,135.27,128.51,147.79
#,62324,,89.98,85.48,98.30
,62325,,237.02,225.17,258.95
#,62325,,109.13,103.67,119.22
,62326,,135.21,128.45,147.72
#,62326,,86.10,81.80,94.07
,62327,,258.06,245.16,281.93
#,62327,,107.52,102.14,117.46
,62328,,213.96,203.26,233.75
#,62328,,85.43,81.16,93.33
,62329,,256.43,243.61,280.15
#,62329,,107.17,101.81,117.08
,62350,,419.64,398.66,458.46
,62351,,1001.58,951.50,1094.23
,62355,,295.80,281.01,323.16
,62360,,331.12,314.56,361.74
,62361,,480.81,456.77,525.29
,62362,,408.29,387.88,446.06
,62365,,315.92,300.12,345.14
,62367,,32.07,30.47,35.04
#,62367,,24.73,23.49,27.01
,62368,,44.76,42.52,48.90
#,62368,,34.56,32.83,37.75
,62369,,89.41,84.94,97.68
#,62369,,34.88,33.14,38.11
,62370,,90.57,86.04,98.95
#,62370,,46.56,44.23,50.86
,62380,,848.51,806.08,926.99
,63001,,1365.92,1297.62,1492.26
,63003,,1370.94,1302.39,1497.75
,63005,,1331.07,1264.52,1454.20
,63011,,1164.14,1105.93,1271.82
,63012,,1307.48,1242.11,1428.43
,63015,,1646.43,1564.11,1798.73
,63016,,1686.52,1602.19,1842.52
,63017,,1404.09,1333.89,1533.97
,63020,,1200.55,1140.52,1311.60
,63030,,992.69,943.06,1084.52
,63035,,252.44,239.82,275.79
,63040,,1492.68,1418.05,1630.76
,63042,,1398.59,1328.66,1527.96
,63043,,376.06,357.26,410.85
,63044,,353.75,336.06,386.47
,63045,,1416.12,1345.31,1547.11
,63046,,1345.32,1278.05,1469.76
,63047,,1203.36,1143.19,1314.67
,63048,,229.84,218.35,251.10
,63050,,1611.02,1530.47,1760.04
,63051,,1829.84,1738.35,1999.10
,63052,,282.59,268.46,308.73
,63053,,249.45,236.98,272.53
,63055,,1797.00,1707.15,1963.22
,63056,,1625.87,1544.58,1776.27
,63057,,354.56,336.83,387.35
,63064,,1938.17,1841.26,2117.45
,63066,,231.50,219.93,252.92
,63075,,1480.79,1406.75,1617.76
,63076,,265.84,252.55,290.43
,63077,,1534.45,1457.73,1676.39
,63078,,233.02,221.37,254.58
,63081,,1929.95,1833.45,2108.47
,63082,,291.09,276.54,318.02
,63085,,2108.54,2003.11,2303.58
,63086,,208.18,197.77,227.44
,63087,,2652.07,2519.47,2897.39
,63088,,282.78,268.64,308.94
,63090,,2086.60,1982.27,2279.61
,63091,,187.49,178.12,204.84
,63101,,2552.93,2425.28,2789.07
,63102,,2512.91,2387.26,2745.35
,63103,,319.78,303.79,349.36
,63170,,1789.58,1700.10,1955.12
,63172,,1588.83,1509.39,1735.80
,63173,,1938.04,1841.14,2117.31
,63185,,1377.73,1308.84,1505.17
,63190,,1302.90,1237.76,1423.42
,63191,,1550.65,1473.12,1694.09
,63197,,1923.18,1827.02,2101.07
,63200,,1731.70,1645.12,1891.89
